player,nation,position,squad,competition,age,born,90s,shotcreatingactions,shotcreatingaction_per90,sca_livepasses,sca_deadballs,sca_takeons,sca_shots,sca_foulsdrawn,sca_defaction,goalcreatingactions,gca_per90,gca_passlive,gca_deadball,gca_takeons,gca_shots,gca_foulsdrawn,gca_defaction
Pablo Rosario,DOM,"MF,DF",Nice,Ligue 1,27,1997,19.7,35,1.78,30,0,1,1,0,3,2,0.1,2,0,0,0,0,0
Lasse Rosenboom,GER,DF,Holstein Kiel,Bundesliga,22,2002,19.3,25,1.3,22,0,0,2,1,0,3,0.16,3,0,0,0,0,0
Max Rosenfelder,GER,DF,Freiburg,Bundesliga,21,2003,13.9,15,1.08,10,0,3,0,1,1,1,0.07,1,0,0,0,0,0
Valentin Rosier,FRA,DF,Leganés,La Liga,27,1996,28.8,35,1.21,24,4,3,4,0,0,6,0.21,5,0,1,0,0,0
Tom Rothe,GER,"DF,MF",Union Berlin,Bundesliga,19,2004,18.6,35,1.89,24,5,0,3,3,0,7,0.38,4,1,0,1,1,0
Anthony Rouault,FRA,DF,Rennes,Ligue 1,23,2001,10.8,10,0.93,9,0,0,0,0,1,0,0,0,0,0,0,0,0
Anthony Rouault,FRA,DF,Stuttgart,Bundesliga,23,2001,13.5,11,0.82,9,0,0,0,1,1,0,0,0,0,0,0,0,0
Jonas Rouhi,SWE,DF,Juventus,Serie A,20,2004,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jérôme Roussillon,FRA,"DF,MF",Union Berlin,Bundesliga,31,1993,1.5,1,0.66,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicolò Rovella,ITA,MF,Lazio,Serie A,22,2001,30.2,71,2.35,58,5,2,0,3,3,3,0.1,3,0,0,0,0,0
Jon Rowe,ENG,"FW,MF",Marseille,Ligue 1,21,2003,9,38,4.24,20,2,8,6,2,0,7,0.78,4,0,1,2,0,0
Amir Rrahmani,KVX,DF,Napoli,Serie A,30,1994,37.8,42,1.11,35,2,0,5,0,0,4,0.11,2,1,0,1,0,0
Tommaso Rubino,ITA,MF,Fiorentina,Serie A,17,2006,0.1,1,11.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Antonio Rüdiger,GER,DF,Real Madrid,La Liga,31,1993,25.5,28,1.1,19,0,0,6,3,0,2,0.08,1,0,0,0,1,0
Matteo Ruggeri,ITA,DF,Atalanta,Serie A,22,2002,19.5,39,2,35,1,1,2,0,0,4,0.21,4,0,0,0,0,0
Aitor Ruibal,ESP,"DF,FW",Betis,La Liga,28,1996,14.6,36,2.46,31,2,1,1,1,0,4,0.27,4,0,0,0,0,0
Abel Ruiz,ESP,FW,Girona,La Liga,24,2000,15,17,1.14,12,0,1,3,1,0,1,0.07,0,0,0,1,0,0
Ferrán Ruiz,ESP,MF,Girona,La Liga,21,2003,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabián Ruiz Peña,ESP,MF,Paris S-G,Ligue 1,28,1996,21.4,89,4.16,79,0,2,6,0,2,14,0.65,12,0,0,1,0,1
Gerónimo Rulli,ARG,GK,Marseille,Ligue 1,32,1992,34,8,0.24,7,0,0,0,0,1,2,0.06,1,0,0,0,0,1
Georginio Rutter,FRA,"MF,FW",Brighton,Premier League,22,2002,18.4,64,3.47,37,0,9,7,9,2,8,0.43,3,0,3,1,1,0
Mathew Ryan,AUS,GK,Lens,Ligue 1,32,1992,14,4,0.29,3,1,0,0,0,0,0,0,0,0,0,0,0,0
Julian Ryerson,NOR,DF,Dortmund,Bundesliga,26,1997,25.1,56,2.23,44,8,4,0,0,0,5,0.2,4,0,1,0,0,0
Frederik Rønnow,DEN,GK,Union Berlin,Bundesliga,31,1992,28,6,0.21,4,2,0,0,0,0,0,0,0,0,0,0,0,0
José Sá,POR,GK,Wolves,Premier League,31,1993,29,5,0.17,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Elias Saad,TUN,"FW,MF",St. Pauli,Bundesliga,24,1999,10,35,3.5,20,1,4,4,5,1,4,0.4,1,0,2,1,0,0
Youssouf Sabaly,SEN,DF,Betis,La Liga,31,1993,17.6,19,1.08,17,1,1,0,0,0,3,0.17,3,0,0,0,0,0
Emmanuel Sabbi,USA,"FW,MF",Le Havre,Ligue 1,26,1997,7.3,20,2.76,10,0,4,2,3,1,2,0.28,1,0,0,1,0,0
Stefano Sabelli,ITA,DF,Genoa,Serie A,31,1993,22.9,38,1.66,33,3,0,0,2,0,2,0.09,2,0,0,0,0,0
Marcel Sabitzer,AUT,MF,Dortmund,Bundesliga,30,1994,18,42,2.34,26,3,1,6,1,5,6,0.33,2,0,0,0,1,3
Falaye Sacko,MLI,DF,Montpellier,Ligue 1,29,1995,13.7,20,1.57,19,1,0,0,0,0,1,0.08,1,0,0,0,0,0
Umar Sadiq,NGA,FW,Valencia,La Liga,27,1997,9.2,15,1.64,8,0,2,2,1,2,3,0.33,0,0,1,1,0,1
Umar Sadiq,NGA,FW,Real Sociedad,La Liga,27,1997,2.5,3,1.19,2,0,0,1,0,0,0,0,0,0,0,0,0,0
Alexis Saelemaekers,BEL,"DF,FW",Roma,Serie A,25,1999,15.4,55,3.57,42,2,3,4,4,0,10,0.65,5,0,1,2,2,0
Alexis Saelemaekers,BEL,"DF,FW",Milan,Serie A,25,1999,1,9,9,6,3,0,0,0,0,0,0,0,0,0,0,0,0
Jorge Sáenz,ESP,DF,Leganés,La Liga,27,1996,18.8,10,0.53,8,0,0,0,1,1,0,0,0,0,0,0,0,0
Matvei Safonov,RUS,GK,Paris S-G,Ligue 1,25,1999,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Modibo Sagnan,MLI,DF,Montpellier,Ligue 1,25,1999,23.8,15,0.66,12,0,2,0,1,0,2,0.09,1,0,1,0,0,0
Richie Sagrado,BEL,DF,Venezia,Serie A,20,2004,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Osame Sahraoui,MAR,"FW,MF",Lille,Ligue 1,23,2001,14.4,67,4.66,57,1,5,3,1,0,6,0.42,5,0,0,1,0,0
Wesley Saïd,FRA,FW,Lens,Ligue 1,29,1995,10.1,27,2.69,18,0,5,1,2,1,0,0,0,0,0,0,0,0
Théo Sainte-Luce,FRA,DF,Montpellier,Ligue 1,25,1998,11.3,12,1.11,11,0,0,0,0,1,0,0,0,0,0,0,0,0
Bukayo Saka,ENG,"FW,MF",Arsenal,Premier League,22,2001,19.2,117,6.09,71,20,12,10,4,0,23,1.2,14,5,2,1,1,0
Faik Sakar,GER,MF,RB Leipzig,Bundesliga,16,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marco Sala,ITA,DF,Como,Serie A,25,1999,2.9,6,2.07,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Marco Sala,ITA,DF,Lecce,Serie A,25,1999,0.8,1,1.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ibrahim Salah,MAR,FW,Brest,Ligue 1,22,2001,4,11,2.76,8,0,2,1,0,0,2,0.5,1,0,0,1,0,0
Mohamed Salah,EGY,FW,Liverpool,Premier League,32,1992,37.5,169,4.51,123,2,22,14,5,3,27,0.72,20,0,5,2,0,0
Anass Salah-Eddine,NED,DF,Roma,Serie A,22,2002,1.7,4,2.37,4,0,0,0,0,0,1,0.59,1,0,0,0,0,0
Amine Salama,FRA,FW,Reims,Ligue 1,24,2000,4.1,8,1.93,5,0,0,2,0,1,0,0,0,0,0,0,0,0
Jan Salas,ESP,"MF,FW",Mallorca,La Liga,18,2005,0.5,1,2.09,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Kike Salas,ESP,DF,Sevilla,La Liga,22,2002,24.9,17,0.68,14,0,0,3,0,0,4,0.16,4,0,0,0,0,0
Manolis Saliakas,GRE,"MF,DF",St. Pauli,Bundesliga,27,1996,25.7,59,2.29,43,10,1,2,3,0,5,0.19,4,0,0,0,1,0
William Saliba,FRA,DF,Arsenal,Premier League,23,2001,33.8,27,0.8,25,0,0,1,0,1,1,0.03,1,0,0,0,0,0
Mohammed Salisu,GHA,DF,Monaco,Ligue 1,25,1999,11.4,14,1.23,11,0,0,2,0,1,1,0.09,1,0,0,0,0,0
Roland Sallai,HUN,"FW,MF",Freiburg,Bundesliga,27,1997,0.5,3,5.87,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Yoann Salmier,GUF,DF,Le Havre,Ligue 1,31,1992,8.9,3,0.34,3,0,0,0,0,0,1,0.11,1,0,0,0,0,0
Lazar Samardzic,SRB,MF,Atalanta,Serie A,22,2002,13,77,5.93,50,12,8,6,0,1,6,0.46,5,0,0,1,0,0
Diadie Samassékou,MLI,MF,Hoffenheim,Bundesliga,28,1996,3.2,4,1.24,3,0,0,0,1,0,0,0,0,0,0,0,0,0
Mama Samba Baldé,GNB,FW,Lyon,Ligue 1,28,1995,0.4,1,2.73,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mama Samba Baldé,GNB,FW,Brest,Ligue 1,28,1995,12.8,42,3.29,30,0,3,2,5,2,5,0.39,4,0,0,0,1,0
Brice Samba,FRA,GK,Rennes,Ligue 1,30,1994,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brice Samba,FRA,GK,Lens,Ligue 1,30,1994,15,4,0.27,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Albert Sambi Lokonga,BEL,MF,Sevilla,La Liga,24,1999,16.3,35,2.14,32,0,0,2,0,1,3,0.18,3,0,0,0,0,0
Junior Sambia,FRA,"DF,FW",Empoli,Serie A,27,1996,4.3,11,2.56,9,1,0,0,0,1,0,0,0,0,0,0,0,0
Chuky san jose,ESP,MF,Valladolid,La Liga,20,2004,8.1,15,1.86,9,3,1,0,2,0,2,0.25,0,0,1,0,1,0
Antonio Sanabria,PAR,FW,Torino,Serie A,28,1996,14.6,21,1.44,14,1,0,3,3,0,3,0.21,1,1,0,0,1,0
Oihan Sancet,ESP,MF,Athletic Club,La Liga,24,2000,18,50,2.77,38,0,4,5,3,0,8,0.44,4,0,1,3,0,0
Alexis Sánchez,CHI,FW,Udinese,Serie A,35,1988,4.9,18,3.71,13,1,0,2,2,0,0,0,0,0,0,0,0,0
Antonio Sánchez,ESP,"MF,DF",Mallorca,La Liga,27,1997,15.5,18,1.16,12,2,1,2,1,0,0,0,0,0,0,0,0,0
Iván Sánchez,ESP,"MF,FW",Valladolid,La Liga,31,1992,15.6,64,4.11,46,7,4,1,5,1,5,0.32,5,0,0,0,0,0
Javi Sánchez,ESP,DF,Valladolid,La Liga,27,1997,22.5,14,0.62,13,0,0,1,0,0,2,0.09,1,0,0,1,0,0
Juanlu Sánchez,ESP,"MF,DF",Sevilla,La Liga,20,2003,19.1,40,2.09,36,0,2,2,0,0,5,0.26,5,0,0,0,0,0
Manu Sánchez,ESP,DF,Alavés,La Liga,23,2000,29.3,40,1.37,28,5,0,5,2,0,3,0.1,2,0,0,1,0,0
Robert Sánchez,ESP,GK,Chelsea,Premier League,26,1997,32,7,0.22,6,1,0,0,0,0,2,0.06,1,1,0,0,0,0
Jadon Sancho,ENG,FW,Chelsea,Premier League,24,2000,19.6,70,3.57,63,0,3,1,3,0,10,0.51,9,0,0,0,1,0
Philipp Sander,GER,MF,Gladbach,Bundesliga,26,1998,15.6,28,1.8,20,4,1,3,0,0,1,0.06,1,0,0,0,0,0
James Sands,USA,"MF,DF",St. Pauli,Bundesliga,24,2000,5,7,1.39,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Leroy Sané,GER,FW,Bayern Munich,Bundesliga,28,1996,18.2,76,4.18,55,1,8,5,5,2,9,0.49,7,0,1,0,0,1
Arouna Sangante,SEN,DF,Le Havre,Ligue 1,22,2002,13.8,12,0.87,10,2,0,0,0,0,0,0,0,0,0,0,0,0
Ibrahim Sangaré,CIV,MF,Nott'ham Forest,Premier League,26,1997,6.6,8,1.22,7,0,0,1,0,0,0,0,0,0,0,0,0,0
Nhoa Sangui,FRA,"DF,MF",Reims,Ligue 1,18,2006,12.9,18,1.4,14,2,2,0,0,0,5,0.39,3,1,1,0,0,0
Maroan Sannadi,MAR,FW,Athletic Club,La Liga,23,2001,8.4,16,1.91,8,0,4,2,2,0,2,0.24,1,0,0,0,1,0
Kaishu Sano,JPN,MF,Mainz 05,Bundesliga,23,2000,33.8,62,1.83,50,0,3,2,4,3,5,0.15,4,0,0,0,0,1
Morgan Sanson,FRA,MF,Nice,Ligue 1,29,1994,2.6,6,2.29,4,0,1,1,0,0,0,0,0,0,0,0,0,0
Nicola Sansone,ITA,"MF,FW",Lecce,Serie A,32,1991,0.7,5,6.92,3,1,0,0,1,0,0,0,0,0,0,0,0,0
Baptiste Santamaria,FRA,MF,Nice,Ligue 1,29,1995,10.3,21,2.04,15,1,1,3,1,0,1,0.1,1,0,0,0,0,0
Baptiste Santamaria,FRA,MF,Rennes,Ligue 1,29,1995,5.4,10,1.87,8,1,0,0,1,0,2,0.37,1,0,0,0,1,0
Jesús Santiago,ESP,MF,Getafe,La Liga,20,2004,4.1,6,1.45,2,1,0,0,2,1,0,0,0,0,0,0,0,0
Andrey Santos,BRA,MF,Strasbourg,Ligue 1,20,2004,31.7,56,1.77,47,0,1,1,2,5,6,0.19,4,0,0,0,1,1
Kauã Santos,BRA,GK,Eint Frankfurt,Bundesliga,21,2003,8.5,3,0.35,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Tiago Santos,POR,DF,Lille,Ligue 1,22,2002,4.5,16,3.56,14,0,1,0,1,0,3,0.67,2,0,0,0,1,0
Pablo Sarabia,ESP,"MF,FW",Wolves,Premier League,32,1992,9,28,3.1,20,6,2,0,0,0,5,0.55,4,0,1,0,0,0
Jeremy Sarmiento,ECU,MF,Brighton,Premier League,22,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amin Sarr,SWE,FW,Hellas Verona,Serie A,23,2001,21.2,45,2.13,35,0,3,5,2,0,4,0.19,2,0,0,2,0,0
Ismaila Sarr,SEN,MF,Crystal Palace,Premier League,26,1998,30.1,110,3.65,81,0,6,9,14,0,12,0.4,9,0,1,0,2,0
Malang Sarr,FRA,DF,Lens,Ligue 1,25,1999,15.4,21,1.36,20,1,0,0,0,0,2,0.13,2,0,0,0,0,0
Mamadou Sarr,FRA,DF,Strasbourg,Ligue 1,18,2005,26.3,12,0.46,10,0,0,2,0,0,2,0.08,1,0,0,1,0,0
Martin Satriano,URU,"FW,DF",Lens,Ligue 1,23,2001,1,2,2.02,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Razvan Sava,ROU,GK,Udinese,Serie A,22,2002,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Téji Savanier,FRA,MF,Montpellier,Ligue 1,32,1991,26.3,122,4.83,71,33,3,4,7,4,7,0.28,4,2,0,0,1,0
Sávio,BRA,"FW,MF",Manchester City,Premier League,20,2004,19.6,111,5.66,80,2,15,4,7,3,15,0.76,10,0,2,1,1,1
Nicolò Savona,ITA,DF,Juventus,Serie A,21,2003,19.2,29,1.51,27,1,1,0,0,0,2,0.1,2,0,0,0,0,0
Saba Sazonov,GEO,DF,Torino,Serie A,22,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Scally,USA,DF,Gladbach,Bundesliga,21,2002,28.6,28,0.98,21,2,1,2,1,1,2,0.07,2,0,0,0,0,0
Giorgio Scalvini,ITA,DF,Atalanta,Serie A,20,2003,3,1,0.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gianluca Scamacca,ITA,FW,Atalanta,Serie A,25,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oliver Scarles,ENG,"DF,FW",West Ham,Premier League,18,2005,7.4,6,0.81,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Dane Scarlett,ENG,"FW,MF",Tottenham,Premier League,20,2004,0.4,1,2.65,1,0,0,0,0,0,1,2.65,1,0,0,0,0,0
Kevin Schade,GER,FW,Brentford,Premier League,22,2001,25.5,57,2.24,35,6,6,4,5,1,9,0.35,5,0,1,3,0,0
András Schäfer,HUN,MF,Union Berlin,Bundesliga,25,1999,17,29,1.7,21,0,1,1,5,1,3,0.18,2,0,1,0,0,0
Fabian Schär,SUI,DF,Newcastle Utd,Premier League,32,1991,32.6,37,1.13,26,1,1,3,2,4,4,0.12,2,0,0,2,0,0
Patrik Schick,CZE,FW,Leverkusen,Bundesliga,28,1996,18.7,34,1.82,22,0,4,3,5,0,3,0.16,1,0,0,1,1,0
Stefan Schimmer,GER,"FW,MF",Heidenheim,Bundesliga,30,1994,2.7,4,1.45,3,0,0,0,1,0,0,0,0,0,0,0,0,0
Joël Schingtienne,BEL,DF,Venezia,Serie A,21,2002,12.5,10,0.8,8,1,1,0,0,0,0,0,0,0,0,0,0,0
Xaver Schlager,AUT,MF,RB Leipzig,Bundesliga,26,1997,2,2,0.99,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Keven Schlotterbeck,GER,DF,Augsburg,Bundesliga,27,1997,14.4,24,1.67,20,0,1,2,0,1,2,0.14,2,0,0,0,0,0
Nico Schlotterbeck,GER,DF,Dortmund,Bundesliga,24,1999,22,50,2.27,41,4,1,2,1,1,6,0.27,4,2,0,0,0,0
Jeffrey Schlupp,GHA,"MF,DF",Crystal Palace,Premier League,31,1992,1.1,7,6.06,5,0,1,1,0,0,0,0,0,0,0,0,0,0
Romano Schmid,AUT,MF,Werder Bremen,Bundesliga,24,2000,31.5,151,4.8,111,16,5,11,7,1,13,0.41,10,1,0,1,1,0
Niklas Schmidt,GER,MF,Toulouse,Ligue 1,26,1998,2.3,12,5.27,6,4,0,2,0,0,1,0.44,1,0,0,0,0,0
Jan Schöppner,GER,MF,Heidenheim,Bundesliga,25,1999,29.8,56,1.88,44,1,3,6,1,1,4,0.13,3,0,0,1,0,0
Marvin Schulz,GER,"MF,DF",Holstein Kiel,Bundesliga,29,1995,3.4,8,2.34,5,3,0,0,0,0,0,0,0,0,0,0,0,0
Alexander Schwolow,GER,GK,Union Berlin,Bundesliga,32,1992,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Léo Scienza,BRA,"FW,MF",Heidenheim,Bundesliga,25,1998,12.8,82,6.39,31,20,10,3,18,0,7,0.55,3,2,0,0,2,0
Alex Scott,ENG,MF,Bournemouth,Premier League,20,2003,8.4,29,3.45,19,2,0,2,3,3,2,0.24,2,0,0,0,0,0
Simone Scuffet,ITA,GK,Cagliari,Serie A,28,1996,13,2,0.15,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Simone Scuffet,ITA,GK,Napoli,Serie A,28,1996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jérémy Sebas,MTQ,"FW,MF",Strasbourg,Ligue 1,21,2003,2.1,4,1.91,2,0,2,0,0,0,0,0,0,0,0,0,0,0
Aleksandar Sedlar,SRB,DF,Alavés,La Liga,32,1991,6.6,2,0.3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacopo Seghetti,ITA,GK,Empoli,Serie A,19,2005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alidu Seidu,GHA,DF,Rennes,Ligue 1,24,2000,8.9,12,1.34,8,2,1,0,1,0,0,0,0,0,0,0,0,0
Nicolas Seiwald,AUT,"MF,DF",RB Leipzig,Bundesliga,23,2001,23.2,49,2.12,39,10,0,0,0,0,3,0.13,3,0,0,0,0,0
Hiroki Sekine,JPN,DF,Reims,Ligue 1,21,2002,9.9,19,1.93,17,0,0,1,1,0,1,0.1,1,0,0,0,0,0
Matz Sels,BEL,GK,Nott'ham Forest,Premier League,32,1992,38,6,0.16,3,3,0,0,0,0,0,0,0,0,0,0,0,0
Nélson Semedo,POR,DF,Wolves,Premier League,30,1993,32.1,60,1.87,44,1,8,1,3,3,6,0.19,6,0,0,0,0,0
Antoine Semenyo,GHA,FW,Bournemouth,Premier League,24,2000,35.6,132,3.71,85,4,21,15,5,2,13,0.37,7,1,2,1,2,0
Marvin Senaya,TOG,DF,Strasbourg,Ligue 1,23,2001,2.5,3,1.19,2,0,0,1,0,0,0,0,0,0,0,0,0,0
Marcos Senesi,ARG,DF,Bournemouth,Premier League,27,1997,12.3,16,1.3,16,0,0,0,0,0,1,0.08,1,0,0,0,0,0
Stefano Sensi,ITA,MF,Monza,Serie A,28,1995,3,15,4.89,13,1,0,0,1,0,0,0,0,0,0,0,0,0
Suat Serdar,GER,MF,Hellas Verona,Serie A,27,1997,15.3,29,1.9,19,0,3,3,4,0,1,0.07,1,0,0,0,0,0
Sergi,ESP,DF,Leganés,La Liga,32,1992,32.9,12,0.37,11,0,0,0,1,0,3,0.09,2,0,0,0,1,0
Nicolás Serrano,ESP,FW,Athletic Club,La Liga,21,2003,1.2,2,1.61,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Benjamin Šeško,SVN,"FW,MF",RB Leipzig,Bundesliga,21,2003,26.4,51,1.93,31,0,11,7,2,0,9,0.34,4,0,2,2,1,0
Ryan Sessegnon,ENG,"FW,DF",Fulham,Premier League,24,2000,6.4,24,3.72,20,0,1,2,1,0,4,0.62,4,0,0,0,0,0
Stephan El Shaarawy,ITA,"DF,MF",Roma,Serie A,31,1992,12.2,47,3.85,37,1,2,4,3,0,9,0.74,7,0,0,1,1,0
Luke Shaw,ENG,DF,Manchester Utd,Premier League,29,1995,3.9,10,2.58,8,2,0,0,0,0,0,0,0,0,0,0,0,0
Alen Sherri,ALB,GK,Cagliari,Serie A,26,1997,6.9,2,0.29,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Eldor Shomurodov,UZB,"FW,MF",Roma,Serie A,29,1995,12.2,32,2.62,27,0,0,4,0,1,7,0.57,7,0,0,0,0,0
Djibril Sidibé,FRA,DF,Toulouse,Ligue 1,32,1992,23.3,35,1.5,34,0,0,0,1,0,7,0.3,7,0,0,0,0,0
Armindo Sieb,GER,"FW,MF",Mainz 05,Bundesliga,21,2003,8.5,17,2,10,0,2,4,1,0,4,0.47,3,0,0,1,0,0
Benjamin Siegrist,SUI,GK,Genoa,Serie A,32,1992,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vincent Sierro,SUI,MF,Toulouse,Ligue 1,28,1995,26.7,63,2.36,39,16,1,4,2,1,4,0.15,4,0,0,0,0,0
Tim Siersleben,GER,DF,Heidenheim,Bundesliga,24,2000,13.1,15,1.14,14,1,0,0,0,0,0,0,0,0,0,0,0,0
Zain Silcott-Duberry,MSR,FW,Bournemouth,Premier League,19,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiliann Sildillia,FRA,DF,Freiburg,Bundesliga,22,2002,8.9,16,1.8,9,6,0,1,0,0,1,0.11,1,0,0,0,0,0
André Silva,POR,FW,Werder Bremen,Bundesliga,28,1995,4.2,15,3.6,11,0,1,2,1,0,1,0.24,1,0,0,0,0,0
André Silva,POR,"FW,MF",RB Leipzig,Bundesliga,28,1995,1.5,7,4.81,5,0,0,1,1,0,2,1.37,2,0,0,0,0,0
Bernardo Silva,POR,"MF,FW",Manchester City,Premier League,29,1994,29.7,92,3.1,81,3,4,1,3,0,8,0.27,8,0,0,0,0,0
Caio Henrique Oliveira Silva,BRA,DF,Monaco,Ligue 1,27,1997,21.4,64,2.99,42,17,2,0,3,0,9,0.42,7,1,0,0,1,0
Fábio Silva,POR,FW,Las Palmas,La Liga,22,2002,20.7,43,2.08,30,0,4,3,5,1,5,0.24,3,0,1,1,0,0
Jota Silva,POR,"FW,MF",Nott'ham Forest,Premier League,24,1999,9.5,29,3.06,22,0,1,3,3,0,3,0.32,2,0,0,0,1,0
Eric da Silva Moreira,GER,"MF,DF",Nott'ham Forest,Premier League,18,2006,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rui Silva,POR,GK,Betis,La Liga,30,1994,15,5,0.33,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Marco Silvestri,ITA,GK,Empoli,Serie A,33,1991,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abdallah Sima,SEN,"FW,MF",Brest,Ligue 1,23,2001,13.8,28,2.04,20,0,1,4,3,0,3,0.22,2,0,0,0,1,0
Mohamed Simakan,FRA,DF,RB Leipzig,Bundesliga,24,2000,0.6,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Giovanni Simeone,ARG,FW,Napoli,Serie A,29,1995,4.7,12,2.59,9,0,1,1,1,0,2,0.43,1,0,0,1,0,0
Giuliano Simeone,ARG,MF,Atlético Madrid,La Liga,21,2002,21.4,50,2.34,40,0,5,2,3,0,9,0.42,7,0,1,0,1,0
Moses Simon,NGA,"FW,MF",Nantes,Ligue 1,29,1995,29,108,3.73,55,20,20,6,6,1,15,0.52,9,1,2,2,1,0
Unai Simón,ESP,GK,Athletic Club,La Liga,27,1997,21,6,0.29,5,1,0,0,0,0,0,0,0,0,0,0,0,0
Xavi Simons,NED,MF,RB Leipzig,Bundesliga,21,2003,23.9,108,4.52,77,13,3,3,11,1,12,0.5,8,1,1,2,0,0
Jahmai Simpson-Pusey,ENG,DF,Manchester City,Premier League,18,2005,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danel Sinani,LUX,"FW,MF",St. Pauli,Bundesliga,27,1997,13.9,60,4.32,32,18,1,5,3,1,4,0.29,3,0,0,1,0,0
Lassine Sinayoko,MLI,"FW,MF",Auxerre,Ligue 1,24,1999,25.5,96,3.76,68,1,12,9,5,1,20,0.78,11,0,4,1,4,0
Wilfried Singo,CIV,DF,Monaco,Ligue 1,23,2000,23.3,19,0.82,14,1,0,2,0,2,2,0.09,1,0,0,0,0,1
Luis Sinisterra,COL,"FW,MF",Bournemouth,Premier League,25,1999,2.6,14,5.29,11,0,1,2,0,0,1,0.38,1,0,0,0,0,0
Daley Sinkgraven,NED,DF,Las Palmas,La Liga,29,1995,1,2,1.98,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Tobias Sippel,GER,GK,Gladbach,Bundesliga,36,1988,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jailson Siqueira,BRA,"DF,MF",Celta Vigo,La Liga,28,1995,6.8,8,1.17,5,0,0,1,0,2,0,0,0,0,0,0,0,0
Ayanda Sishuba,BEL,FW,Rennes,Ligue 1,19,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ibrahim Sissoko,MLI,FW,Saint-Étienne,Ligue 1,28,1995,9.1,21,2.31,10,0,1,4,4,2,1,0.11,1,0,0,0,0,0
Ibrahima Sissoko,MLI,MF,Bochum,Bundesliga,26,1997,29,65,2.24,53,0,3,1,4,4,3,0.1,2,0,0,0,1,0
Niama Sissoko,MLI,"FW,MF",Reims,Ligue 1,18,2005,0.5,1,1.91,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Antonio Sivera,ESP,GK,Alavés,La Liga,27,1996,31.2,11,0.35,6,5,0,0,0,0,0,0,0,0,0,0,0,0
Tim Skarke,GER,"FW,MF",Union Berlin,Bundesliga,27,1996,12.9,34,2.63,26,0,2,3,3,0,4,0.31,3,0,0,1,0,0
Ellyes Skhiri,TUN,MF,Eint Frankfurt,Bundesliga,29,1995,24.8,49,1.98,42,0,0,2,1,4,5,0.2,3,0,0,1,0,1
Oliver Skipp,ENG,MF,Leicester City,Premier League,23,2000,12.5,15,1.2,13,1,0,0,1,0,0,0,0,0,0,0,0,0
Leo Skiri Østigård,NOR,DF,Rennes,Ligue 1,24,1999,13.6,8,0.59,7,0,0,1,0,0,0,0,0,0,0,0,0,0
Leo Skiri Østigård,NOR,DF,Hoffenheim,Bundesliga,24,1999,10.3,9,0.87,9,0,0,0,0,0,0,0,0,0,0,0,0,0
