player,nation,position,squad,competition,age,born,matches_played,starts,min,90s,goals,assists,g+a,npg,pk,pk_att,yellowcards,redcards,xg,npxg,xag,npxg+xag,progressive_carries,progressive_passes,progressivepassses_rec,goals_per90,assist_per90,g+a_per90,npg_per90,npg+ass_per90,xg_per90,xag_per90,xg+xag_per90,npxg_per90,npxg+xag_per90
Javi Rodríguez,ESP,DF,Celta Vigo,La Liga,21,2003,36,26,2514,27.9,3,2,5,3,0,0,7,0,2.3,2.3,1,3.3,29,114,51,0.11,0.07,0.18,0.11,0.18,0.08,0.04,0.12,0.08,0.12
Jesus Rodríguez,ESP,FW,Betis,La Liga,18,2005,21,15,1111,12.3,2,0,2,2,0,0,0,0,2.3,2.3,0.2,2.5,53,35,99,0.16,0,0.16,0.16,0.16,0.18,0.02,0.2,0.18,0.2
Kirian Rodríguez,ESP,MF,Las Palmas,La Liga,28,1996,21,21,1758,19.5,0,3,3,0,0,0,2,0,1.6,1.6,1.5,3,25,128,39,0,0.15,0.15,0,0.15,0.08,0.07,0.16,0.08,0.16
Ricardo Rodríguez,SUI,DF,Betis,La Liga,31,1992,18,15,1274,14.2,0,1,1,0,0,0,0,0,0.2,0.2,0.4,0.6,19,63,32,0,0.07,0.07,0,0.07,0.01,0.03,0.04,0.01,0.04
Rodrygo,BRA,"FW,MF",Real Madrid,La Liga,23,2001,30,22,1928,21.4,6,5,11,6,0,0,0,0,4,3.9,3,6.9,113,108,253,0.28,0.23,0.51,0.28,0.51,0.19,0.14,0.33,0.18,0.32
Mads Roerslev,DEN,DF,Brentford,Premier League,25,1999,19,11,1101,12.2,0,2,2,0,0,0,2,0,0.2,0.2,3,3.2,17,51,54,0,0.16,0.16,0,0.16,0.02,0.24,0.26,0.02,0.26
Mads Roerslev,DEN,DF,Wolfsburg,Bundesliga,25,1999,7,2,298,3.3,0,0,0,0,0,0,0,0,0,0,0,0,7,13,18,0,0,0,0,0,0,0.01,0.01,0,0.01
Morgan Rogers,ENG,"FW,MF",Aston Villa,Premier League,22,2002,37,37,3114,34.6,8,10,18,8,0,0,10,0,6.6,6.6,7.8,14.4,114,123,188,0.23,0.29,0.52,0.23,0.52,0.19,0.23,0.42,0.19,0.42
Merlin Röhl,GER,"MF,FW",Freiburg,Bundesliga,22,2002,19,11,965,10.7,0,1,1,0,0,0,2,0,0.8,0.8,1.7,2.5,20,22,60,0,0.09,0.09,0,0.09,0.07,0.16,0.23,0.07,0.23
Alessio Romagnoli,ITA,DF,Lazio,Serie A,29,1995,32,31,2672,29.7,2,0,2,2,0,0,4,2,2.4,2.4,0.3,2.6,8,90,4,0.07,0,0.07,0.07,0.07,0.08,0.01,0.09,0.08,0.09
Leo Román,ESP,GK,Mallorca,La Liga,24,2000,7,7,630,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlos Romero,ESP,DF,Espanyol,La Liga,22,2001,34,28,2554,28.4,2,1,3,2,0,0,7,0,2,2,2.1,4.2,50,64,113,0.07,0.04,0.11,0.07,0.11,0.07,0.07,0.15,0.07,0.15
Cristian Romero,ARG,DF,Tottenham,Premier League,26,1998,18,18,1416,15.7,1,0,1,1,0,0,3,0,1.6,1.6,0.6,2.2,12,71,3,0.06,0,0.06,0.06,0.06,0.1,0.04,0.14,0.1,0.14
Isaac Romero,ESP,FW,Sevilla,La Liga,24,2000,31,26,2156,24,4,2,6,4,0,1,10,1,6.8,6,2.1,8.1,21,29,95,0.17,0.08,0.25,0.17,0.25,0.28,0.09,0.37,0.25,0.34
Luka Romero,ARG,"FW,MF",Alavés,La Liga,19,2004,6,2,199,2.2,0,0,0,0,0,1,0,0,0.8,0,0.2,0.2,3,0,12,0,0,0,0,0,0.37,0.08,0.45,0.01,0.09
Oriol Romeu,ESP,MF,Girona,La Liga,32,1991,25,17,1356,15.1,0,0,0,0,0,0,5,0,0.1,0.1,0.3,0.4,22,73,8,0,0,0,0,0,0.01,0.02,0.03,0.01,0.03
Valentin Rongier,FRA,"MF,DF",Marseille,Ligue 1,29,1994,25,17,1562,17.4,3,1,4,3,0,0,5,0,1,1,1.1,2.1,25,110,28,0.17,0.06,0.23,0.17,0.23,0.06,0.06,0.12,0.06,0.12
Marten de Roon,NED,"MF,DF",Atalanta,Serie A,33,1991,36,34,3058,34,4,4,8,4,0,0,5,0,0.9,0.9,2.3,3.2,37,242,32,0.12,0.12,0.24,0.12,0.24,0.03,0.07,0.09,0.03,0.09
Vitor Roque,BRA,FW,Betis,La Liga,19,2005,22,14,1235,13.7,4,0,4,4,0,0,4,0,6.1,6.1,1.2,7.3,24,17,57,0.29,0,0.29,0.29,0.29,0.44,0.09,0.53,0.44,0.53
Pablo Rosario,DOM,"MF,DF",Nice,Ligue 1,27,1997,29,21,1775,19.7,3,1,4,2,1,1,6,1,3.8,3,0.6,3.5,17,89,25,0.15,0.05,0.2,0.1,0.15,0.19,0.03,0.22,0.15,0.18
Lasse Rosenboom,GER,DF,Holstein Kiel,Bundesliga,22,2002,26,21,1734,19.3,2,2,4,2,0,0,3,0,1.9,1.9,1.1,3,19,34,50,0.1,0.1,0.21,0.1,0.21,0.1,0.06,0.16,0.1,0.16
Max Rosenfelder,GER,DF,Freiburg,Bundesliga,21,2003,25,13,1249,13.9,1,0,1,1,0,0,2,0,0.4,0.4,0.7,1,24,29,18,0.07,0,0.07,0.07,0.07,0.03,0.05,0.08,0.03,0.08
Valentin Rosier,FRA,DF,Leganés,La Liga,27,1996,32,28,2595,28.8,1,2,3,1,0,0,8,0,0.9,0.9,1.1,2,41,74,89,0.03,0.07,0.1,0.03,0.1,0.03,0.04,0.07,0.03,0.07
Tom Rothe,GER,"DF,MF",Union Berlin,Bundesliga,19,2004,26,19,1670,18.6,3,3,6,3,0,0,4,1,1.8,1.8,1.3,3.1,25,50,91,0.16,0.16,0.32,0.16,0.32,0.1,0.07,0.17,0.1,0.17
Anthony Rouault,FRA,DF,Rennes,Ligue 1,23,2001,11,11,972,10.8,0,0,0,0,0,0,3,0,0.5,0.5,0,0.5,3,36,0,0,0,0,0,0,0.05,0,0.05,0.05,0.05
Anthony Rouault,FRA,DF,Stuttgart,Bundesliga,23,2001,18,14,1212,13.5,1,0,1,1,0,0,1,0,0.5,0.5,0.3,0.8,6,52,4,0.07,0,0.07,0.07,0.07,0.04,0.02,0.06,0.04,0.06
Jonas Rouhi,SWE,DF,Juventus,Serie A,20,2004,5,1,210,2.3,0,0,0,0,0,0,0,0,0,0,0,0,1,9,7,0,0,0,0,0,0,0,0,0,0
Jérôme Roussillon,FRA,"DF,MF",Union Berlin,Bundesliga,31,1993,7,1,136,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,2,11,7,0,0,0,0,0,0.06,0,0.06,0.06,0.06
Nicolò Rovella,ITA,MF,Lazio,Serie A,22,2001,33,31,2718,30.2,0,3,3,0,0,0,13,0,1.5,1.5,2.2,3.7,45,159,42,0,0.1,0.1,0,0.1,0.05,0.07,0.12,0.05,0.12
Jon Rowe,ENG,"FW,MF",Marseille,Ligue 1,21,2003,28,6,807,9,3,3,6,3,0,0,2,0,3.5,3.5,4.5,8,30,31,96,0.33,0.33,0.67,0.33,0.67,0.39,0.5,0.89,0.39,0.89
Amir Rrahmani,KVX,DF,Napoli,Serie A,30,1994,38,38,3406,37.8,1,3,4,1,0,0,2,0,2.9,2.9,1.1,4,30,188,2,0.03,0.08,0.11,0.03,0.11,0.08,0.03,0.11,0.08,0.11
Tommaso Rubino,ITA,MF,Fiorentina,Serie A,17,2006,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.53,0.53,0,0.53
Antonio Rüdiger,GER,DF,Real Madrid,La Liga,31,1993,29,26,2291,25.5,0,0,0,0,0,0,3,0,1.7,1.7,0.5,2.3,20,94,4,0,0,0,0,0,0.07,0.02,0.09,0.07,0.09
Matteo Ruggeri,ITA,DF,Atalanta,Serie A,22,2002,30,19,1751,19.5,0,3,3,0,0,0,2,0,0.2,0.2,2,2.2,60,114,104,0,0.15,0.15,0,0.15,0.01,0.1,0.11,0.01,0.11
Aitor Ruibal,ESP,"DF,FW",Betis,La Liga,28,1996,29,13,1313,14.6,1,3,4,1,0,0,5,0,0.9,0.9,2.4,3.3,21,50,64,0.07,0.21,0.27,0.07,0.27,0.06,0.17,0.23,0.06,0.23
Abel Ruiz,ESP,FW,Girona,La Liga,24,2000,23,17,1346,15,4,0,4,3,1,2,3,0,4.6,3,0.5,3.5,21,23,71,0.27,0,0.27,0.2,0.2,0.31,0.03,0.34,0.2,0.23
Ferrán Ruiz,ESP,MF,Girona,La Liga,21,2003,1,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fabián Ruiz Peña,ESP,MF,Paris S-G,Ligue 1,28,1996,30,21,1923,21.4,4,5,9,4,0,0,1,0,4.3,4.3,4.7,9,47,205,92,0.19,0.23,0.42,0.19,0.42,0.2,0.22,0.42,0.2,0.42
Gerónimo Rulli,ARG,GK,Marseille,Ligue 1,32,1992,34,34,3060,34,0,0,0,0,0,0,1,0,0,0,0.1,0.1,0,1,0,0,0,0,0,0,0,0,0,0,0
Georginio Rutter,FRA,"MF,FW",Brighton,Premier League,22,2002,28,19,1656,18.4,5,3,8,5,0,0,2,0,4.6,4.6,2.5,7.1,42,67,79,0.27,0.16,0.43,0.27,0.43,0.25,0.14,0.39,0.25,0.39
Mathew Ryan,AUS,GK,Lens,Ligue 1,32,1992,14,14,1260,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julian Ryerson,NOR,DF,Dortmund,Bundesliga,26,1997,29,27,2259,25.1,2,3,5,2,0,0,6,1,0.7,0.7,4.5,5.2,66,92,136,0.08,0.12,0.2,0.08,0.2,0.03,0.18,0.21,0.03,0.21
Frederik Rønnow,DEN,GK,Union Berlin,Bundesliga,31,1992,28,28,2520,28,0,0,0,0,0,0,2,0,0.1,0.1,0,0.1,0,1,0,0,0,0,0,0,0,0,0,0,0
José Sá,POR,GK,Wolves,Premier League,31,1993,29,29,2609,29,0,0,0,0,0,0,2,0,0,0,0.2,0.2,0,2,0,0,0,0,0,0,0,0.01,0.01,0,0.01
Elias Saad,TUN,"FW,MF",St. Pauli,Bundesliga,24,1999,18,10,900,10,3,2,5,3,0,0,1,0,2.8,2.8,0.8,3.6,29,27,76,0.3,0.2,0.5,0.3,0.5,0.28,0.08,0.36,0.28,0.36
Youssouf Sabaly,SEN,DF,Betis,La Liga,31,1993,22,20,1581,17.6,0,1,1,0,0,0,1,0,0.2,0.2,0.8,1,25,62,63,0,0.06,0.06,0,0.06,0.01,0.05,0.06,0.01,0.06
Emmanuel Sabbi,USA,"FW,MF",Le Havre,Ligue 1,26,1997,15,7,653,7.3,0,0,0,0,0,0,1,0,1.9,1.9,0.6,2.5,11,15,39,0,0,0,0,0,0.27,0.08,0.35,0.27,0.35
Stefano Sabelli,ITA,DF,Genoa,Serie A,31,1993,34,23,2058,22.9,0,2,2,0,0,0,3,0,0.1,0.1,1.9,2.1,36,88,43,0,0.09,0.09,0,0.09,0.01,0.08,0.09,0.01,0.09
Marcel Sabitzer,AUT,MF,Dortmund,Bundesliga,30,1994,26,18,1616,18,1,0,1,1,0,0,3,0,1.8,1.8,1.6,3.3,24,97,70,0.06,0,0.06,0.06,0.06,0.1,0.09,0.19,0.1,0.19
Falaye Sacko,MLI,DF,Montpellier,Ligue 1,29,1995,16,14,1233,13.7,0,1,1,0,0,0,1,0,0,0,0.2,0.2,21,59,34,0,0.07,0.07,0,0.07,0,0.01,0.01,0,0.01
Umar Sadiq,NGA,FW,Valencia,La Liga,27,1997,16,9,825,9.2,5,0,5,5,0,0,4,0,3.4,3.4,0.7,4.1,9,7,49,0.55,0,0.55,0.55,0.55,0.37,0.08,0.45,0.37,0.45
Umar Sadiq,NGA,FW,Real Sociedad,La Liga,27,1997,7,2,227,2.5,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,5,5,18,0,0,0,0,0,0.09,0.06,0.15,0.09,0.15
Alexis Saelemaekers,BEL,"DF,FW",Roma,Serie A,25,1999,22,17,1389,15.4,7,3,10,7,0,0,4,0,2.5,2.5,2.6,5.1,39,53,136,0.45,0.19,0.65,0.45,0.65,0.16,0.17,0.33,0.16,0.33
Alexis Saelemaekers,BEL,"DF,FW",Milan,Serie A,25,1999,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0.1,0.1,7,4,13,0,0,0,0,0,0,0.06,0.06,0,0.06
Jorge Sáenz,ESP,DF,Leganés,La Liga,27,1996,23,19,1690,18.8,1,0,1,1,0,0,4,1,1.3,1.3,0.1,1.4,5,36,2,0.05,0,0.05,0.05,0.05,0.07,0.01,0.07,0.07,0.07
Matvei Safonov,RUS,GK,Paris S-G,Ligue 1,25,1999,10,9,879,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Modibo Sagnan,MLI,DF,Montpellier,Ligue 1,25,1999,27,24,2141,23.8,2,0,2,2,0,0,10,0,0.7,0.7,0.6,1.3,13,51,3,0.08,0,0.08,0.08,0.08,0.03,0.03,0.06,0.03,0.06
Richie Sagrado,BEL,DF,Venezia,Serie A,20,2004,3,3,140,1.6,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,0,2,5,0,0,0,0,0,0.03,0,0.03,0.03,0.03
Osame Sahraoui,MAR,"FW,MF",Lille,Ligue 1,23,2001,30,10,1293,14.4,3,3,6,3,0,0,1,0,2.9,2.9,3.6,6.5,69,89,159,0.21,0.21,0.42,0.21,0.42,0.2,0.25,0.45,0.2,0.45
Wesley Saïd,FRA,FW,Lens,Ligue 1,29,1995,24,11,905,10.1,3,0,3,3,0,0,4,0,3.2,3.2,1,4.2,16,24,53,0.3,0,0.3,0.3,0.3,0.32,0.1,0.42,0.32,0.42
Théo Sainte-Luce,FRA,DF,Montpellier,Ligue 1,25,1998,16,11,1018,11.3,1,0,1,1,0,0,3,0,1,1,0.8,1.8,19,22,33,0.09,0,0.09,0.09,0.09,0.1,0.07,0.17,0.1,0.17
Bukayo Saka,ENG,"FW,MF",Arsenal,Premier League,22,2001,25,20,1729,19.2,6,10,16,5,1,1,3,0,6.8,6,7.6,13.7,96,70,255,0.31,0.52,0.83,0.26,0.78,0.36,0.4,0.75,0.31,0.71
Faik Sakar,GER,MF,RB Leipzig,Bundesliga,16,2008,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marco Sala,ITA,DF,Como,Serie A,25,1999,8,3,261,2.9,0,0,0,0,0,0,3,0,0,0,0.1,0.1,10,16,16,0,0,0,0,0,0,0.04,0.04,0,0.04
Marco Sala,ITA,DF,Lecce,Serie A,25,1999,2,0,72,0.8,0,0,0,0,0,0,0,0,0,0,0.4,0.4,5,6,9,0,0,0,0,0,0,0.46,0.46,0,0.46
Ibrahim Salah,MAR,FW,Brest,Ligue 1,22,2001,12,4,358,4,1,1,2,1,0,0,0,0,0.6,0.6,0.6,1.1,15,7,40,0.25,0.25,0.5,0.25,0.5,0.15,0.14,0.29,0.15,0.29
Mohamed Salah,EGY,FW,Liverpool,Premier League,32,1992,38,38,3371,37.5,29,18,47,20,9,9,1,0,25.2,18.2,14.2,32.4,154,144,488,0.77,0.48,1.25,0.53,1.01,0.67,0.38,1.05,0.49,0.87
Anass Salah-Eddine,NED,DF,Roma,Serie A,22,2002,3,2,152,1.7,0,1,1,0,0,0,0,0,0.3,0.3,0.1,0.5,8,2,15,0,0.59,0.59,0,0.59,0.19,0.08,0.27,0.19,0.27
Amine Salama,FRA,FW,Reims,Ligue 1,24,2000,17,2,373,4.1,0,0,0,0,0,0,0,0,0.7,0.7,0.3,1,12,9,28,0,0,0,0,0,0.17,0.08,0.25,0.17,0.25
Jan Salas,ESP,"MF,FW",Mallorca,La Liga,18,2005,4,0,43,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,4,4,0,0,0,0,0,0.12,0,0.12,0.12,0.12
Kike Salas,ESP,DF,Sevilla,La Liga,22,2002,31,25,2238,24.9,3,2,5,3,0,0,6,0,1.9,1.9,0.6,2.5,7,59,18,0.12,0.08,0.2,0.12,0.2,0.08,0.02,0.1,0.08,0.1
Manolis Saliakas,GRE,"MF,DF",St. Pauli,Bundesliga,27,1996,30,26,2314,25.7,2,1,3,2,0,0,4,0,1.5,1.5,2.6,4.1,28,93,80,0.08,0.04,0.12,0.08,0.12,0.06,0.1,0.16,0.06,0.16
William Saliba,FRA,DF,Arsenal,Premier League,23,2001,35,35,3039,33.8,2,0,2,2,0,0,2,1,2.3,2.3,0.9,3.1,16,138,6,0.06,0,0.06,0.06,0.06,0.07,0.03,0.09,0.07,0.09
Mohammed Salisu,GHA,DF,Monaco,Ligue 1,25,1999,15,11,1023,11.4,1,0,1,1,0,0,2,0,0.8,0.8,0.1,0.8,8,68,3,0.09,0,0.09,0.09,0.09,0.07,0,0.07,0.07,0.07
Roland Sallai,HUN,"FW,MF",Freiburg,Bundesliga,27,1997,2,0,46,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,3,2,0,0,0,0,0,0.25,0.16,0.41,0.25,0.41
Yoann Salmier,GUF,DF,Le Havre,Ligue 1,31,1992,13,9,797,8.9,0,0,0,0,0,0,3,0,0.8,0.8,0.2,1.1,7,24,1,0,0,0,0,0,0.1,0.02,0.12,0.1,0.12
Lazar Samardzic,SRB,MF,Atalanta,Serie A,22,2002,31,7,1169,13,2,1,3,2,0,0,3,0,2,2,2.9,4.9,54,92,99,0.15,0.08,0.23,0.15,0.23,0.15,0.22,0.37,0.15,0.37
Diadie Samassékou,MLI,MF,Hoffenheim,Bundesliga,28,1996,8,6,290,3.2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,3,11,2,0,0,0,0,0,0.02,0,0.02,0.02,0.02
Mama Samba Baldé,GNB,FW,Lyon,Ligue 1,28,1995,2,0,33,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,1,2,0,0,0,0,0,0.31,0,0.31,0.31,0.31
Mama Samba Baldé,GNB,FW,Brest,Ligue 1,28,1995,27,12,1149,12.8,2,3,5,2,0,0,4,0,3,3,2.1,5.1,35,22,100,0.16,0.23,0.39,0.16,0.39,0.24,0.17,0.4,0.24,0.4
Brice Samba,FRA,GK,Rennes,Ligue 1,30,1994,17,17,1529,17,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Brice Samba,FRA,GK,Lens,Ligue 1,30,1994,15,15,1350,15,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Albert Sambi Lokonga,BEL,MF,Sevilla,La Liga,24,1999,22,16,1471,16.3,0,2,2,0,0,0,4,0,0.9,0.9,1,1.9,24,93,20,0,0.12,0.12,0,0.12,0.06,0.06,0.12,0.06,0.12
Junior Sambia,FRA,"DF,FW",Empoli,Serie A,27,1996,17,2,387,4.3,0,0,0,0,0,0,0,0,0.4,0.4,0.3,0.7,5,21,20,0,0,0,0,0,0.09,0.07,0.16,0.09,0.16
Chuky san jose,ESP,MF,Valladolid,La Liga,20,2004,18,9,728,8.1,2,0,2,2,0,0,1,0,2.2,2.2,1.2,3.4,6,15,27,0.25,0,0.25,0.25,0.25,0.28,0.15,0.42,0.28,0.42
Antonio Sanabria,PAR,FW,Torino,Serie A,28,1996,26,16,1318,14.6,2,1,3,2,0,1,2,0,2.9,2.1,0.5,2.6,6,18,54,0.14,0.07,0.2,0.14,0.2,0.2,0.03,0.23,0.14,0.18
Oihan Sancet,ESP,MF,Athletic Club,La Liga,24,2000,29,19,1620,18,15,1,16,12,3,3,2,0,9.7,7.3,1.9,9.2,52,90,115,0.83,0.06,0.89,0.67,0.72,0.54,0.1,0.64,0.4,0.51
Alexis Sánchez,CHI,FW,Udinese,Serie A,35,1988,13,6,437,4.9,0,0,0,0,0,0,0,0,0.8,0.8,0.2,1,2,19,19,0,0,0,0,0,0.16,0.04,0.2,0.16,0.2
Antonio Sánchez,ESP,"MF,DF",Mallorca,La Liga,27,1997,33,12,1395,15.5,0,0,0,0,0,0,3,0,1.1,1.1,0.6,1.7,18,38,53,0,0,0,0,0,0.07,0.04,0.11,0.07,0.11
Iván Sánchez,ESP,"MF,FW",Valladolid,La Liga,31,1992,32,11,1404,15.6,2,1,3,2,0,0,4,0,0.7,0.7,2.9,3.5,60,77,93,0.13,0.06,0.19,0.13,0.19,0.04,0.19,0.23,0.04,0.23
Javi Sánchez,ESP,DF,Valladolid,La Liga,27,1997,25,25,2026,22.5,2,0,2,2,0,0,6,0,0.5,0.5,0.3,0.8,4,34,4,0.09,0,0.09,0.09,0.09,0.02,0.01,0.03,0.02,0.03
Juanlu Sánchez,ESP,"MF,DF",Sevilla,La Liga,20,2003,32,18,1722,19.1,4,4,8,4,0,0,6,1,2.1,2.1,2.8,5,44,68,83,0.21,0.21,0.42,0.21,0.42,0.11,0.15,0.26,0.11,0.26
Manu Sánchez,ESP,DF,Alavés,La Liga,23,2000,33,30,2634,29.3,1,0,1,1,0,0,6,1,1.7,1.7,1.2,2.9,47,78,97,0.03,0,0.03,0.03,0.03,0.06,0.04,0.1,0.06,0.1
Robert Sánchez,ESP,GK,Chelsea,Premier League,26,1997,32,32,2880,32,0,0,0,0,0,0,5,0,0,0,0.1,0.1,0,1,0,0,0,0,0,0,0,0,0,0,0
Jadon Sancho,ENG,FW,Chelsea,Premier League,24,2000,31,19,1764,19.6,3,4,7,3,0,0,2,0,2.2,2.2,3.7,5.8,102,90,225,0.15,0.2,0.36,0.15,0.36,0.11,0.19,0.3,0.11,0.3
Philipp Sander,GER,MF,Gladbach,Bundesliga,26,1998,27,16,1400,15.6,1,0,1,1,0,0,2,0,1.2,1.2,0.6,1.8,16,60,29,0.06,0,0.06,0.06,0.06,0.08,0.04,0.12,0.08,0.12
James Sands,USA,"MF,DF",St. Pauli,Bundesliga,24,2000,7,5,453,5,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,0,16,6,0,0,0,0,0,0.01,0,0.01,0.01,0.01
Leroy Sané,GER,FW,Bayern Munich,Bundesliga,28,1996,30,17,1637,18.2,11,5,16,11,0,0,2,0,10.2,10.2,5.5,15.8,75,64,266,0.6,0.27,0.88,0.6,0.88,0.56,0.3,0.87,0.56,0.87
Arouna Sangante,SEN,DF,Le Havre,Ligue 1,22,2002,16,16,1244,13.8,3,0,3,3,0,0,4,1,1,1,0.1,1.1,11,48,3,0.22,0,0.22,0.22,0.22,0.07,0.01,0.08,0.07,0.08
Ibrahim Sangaré,CIV,MF,Nott'ham Forest,Premier League,26,1997,13,7,590,6.6,0,1,1,0,0,0,3,0,0,0,0.4,0.4,1,27,4,0,0.15,0.15,0,0.15,0,0.06,0.06,0,0.06
Nhoa Sangui,FRA,"DF,MF",Reims,Ligue 1,18,2006,26,10,1158,12.9,0,2,2,0,0,0,3,0,0.1,0.1,0.5,0.6,21,45,53,0,0.16,0.16,0,0.16,0.01,0.04,0.05,0.01,0.05
Maroan Sannadi,MAR,FW,Athletic Club,La Liga,23,2001,16,7,754,8.4,1,1,2,1,0,0,0,0,3.5,3.5,0.6,4.1,21,15,67,0.12,0.12,0.24,0.12,0.24,0.41,0.07,0.48,0.41,0.48
Kaishu Sano,JPN,MF,Mainz 05,Bundesliga,23,2000,34,34,3043,33.8,0,0,0,0,0,0,3,0,0.9,0.9,1.2,2.1,53,159,46,0,0,0,0,0,0.03,0.04,0.06,0.03,0.06
Morgan Sanson,FRA,MF,Nice,Ligue 1,29,1994,6,3,235,2.6,3,0,3,3,0,0,0,0,1.5,1.5,0.1,1.6,5,13,17,1.15,0,1.15,1.15,1.15,0.58,0.02,0.6,0.58,0.6
Nicola Sansone,ITA,"MF,FW",Lecce,Serie A,32,1991,5,0,65,0.7,0,0,0,0,0,0,1,0,0.2,0.2,0,0.3,0,1,5,0,0,0,0,0,0.3,0.06,0.36,0.3,0.36
Baptiste Santamaria,FRA,MF,Nice,Ligue 1,29,1995,13,11,927,10.3,0,0,0,0,0,0,1,0,0.9,0.9,1,1.9,10,45,11,0,0,0,0,0,0.09,0.09,0.18,0.09,0.18
Baptiste Santamaria,FRA,MF,Rennes,Ligue 1,29,1995,10,5,482,5.4,0,1,1,0,0,0,1,0,0.1,0.1,0.3,0.4,3,28,9,0,0.19,0.19,0,0.19,0.02,0.05,0.07,0.02,0.07
Jesús Santiago,ESP,MF,Getafe,La Liga,20,2004,19,4,372,4.1,0,0,0,0,0,0,5,0,0,0,0,0,4,16,4,0,0,0,0,0,0.01,0,0.01,0.01,0.01
Andrey Santos,BRA,MF,Strasbourg,Ligue 1,20,2004,32,32,2855,31.7,10,3,13,10,0,0,8,0,5.1,5.1,3.3,8.4,29,149,26,0.32,0.09,0.41,0.32,0.41,0.16,0.1,0.27,0.16,0.27
Kauã Santos,BRA,GK,Eint Frankfurt,Bundesliga,21,2003,9,8,765,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tiago Santos,POR,DF,Lille,Ligue 1,22,2002,7,4,404,4.5,0,0,0,0,0,0,1,0,0.4,0.4,0.6,1,24,17,43,0,0,0,0,0,0.09,0.13,0.22,0.09,0.22
Pablo Sarabia,ESP,"MF,FW",Wolves,Premier League,32,1992,23,7,814,9,3,2,5,3,0,0,3,0,2.9,2.9,1.8,4.6,15,60,62,0.33,0.22,0.55,0.33,0.55,0.32,0.19,0.51,0.32,0.51
Jeremy Sarmiento,ECU,MF,Brighton,Premier League,22,2002,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Amin Sarr,SWE,FW,Hellas Verona,Serie A,23,2001,32,25,1907,21.2,4,1,5,4,0,0,1,0,3.2,3.2,2.1,5.4,31,41,103,0.19,0.05,0.24,0.19,0.24,0.15,0.1,0.25,0.15,0.25
Ismaila Sarr,SEN,MF,Crystal Palace,Premier League,26,1998,38,30,2711,30.1,8,6,14,8,0,0,4,0,10.8,10.8,8.5,19.3,76,86,183,0.27,0.2,0.46,0.27,0.46,0.36,0.28,0.64,0.36,0.64
Malang Sarr,FRA,DF,Lens,Ligue 1,25,1999,21,15,1385,15.4,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,4,54,1,0,0,0,0,0,0.02,0.02,0.04,0.02,0.04
Mamadou Sarr,FRA,DF,Strasbourg,Ligue 1,18,2005,27,27,2365,26.3,0,1,1,0,0,0,4,0,0.8,0.8,0.3,1.1,7,52,1,0,0.04,0.04,0,0.04,0.03,0.01,0.04,0.03,0.04
Martin Satriano,URU,"FW,DF",Lens,Ligue 1,23,2001,7,0,88,1,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,2,2,14,0,0,0,0,0,0.37,0.12,0.5,0.37,0.5
Razvan Sava,ROU,GK,Udinese,Serie A,22,2002,12,12,1080,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Téji Savanier,FRA,MF,Montpellier,Ligue 1,32,1991,31,27,2363,26.3,2,5,7,0,2,2,4,1,3.8,2.3,6.9,9.1,26,183,108,0.08,0.19,0.27,0,0.19,0.15,0.27,0.42,0.09,0.36
Sávio,BRA,"FW,MF",Manchester City,Premier League,20,2004,29,21,1766,19.6,1,8,9,1,0,0,3,0,5,5,6.9,11.9,137,67,246,0.05,0.41,0.46,0.05,0.46,0.26,0.35,0.61,0.26,0.61
