player,nation,position,squad,competition,age,born,90s,goals,shots_total,shots_ontarget,shots_ontarget%,shots_total_per90,shots_ontarget_per90,goals_pershot,goals_pershot_ontarget,avg_shotdistance,shots_fromfk,pk_made,pk_attempted,xg,npxg,npxg_pershot,goals-xg,npg-npxg
Jann-Fiete Arp,GER,"FW,MF",Holstein Kiel,Bundesliga,24,2000,7.9,2,20,9,45,2.52,1.14,0.05,0.11,21.3,3,1,2,3.8,2.2,0.11,-1.8,-1.2
Sergio Arribas,ESP,DF,Betis,La Liga,21,2003,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Kepa Arrizabalaga,ESP,GK,Bournemouth,Premier League,29,1994,31,0,1,0,0,0.03,0,0,,9.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Arthur,BRA,DF,Leverkusen,Bundesliga,21,2003,8.4,0,1,0,0,0.12,0,0,,15.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Takuma Asano,JPN,"FW,MF",Mallorca,La Liga,29,1994,11.7,2,28,8,28.6,2.39,0.68,0.07,0.25,13.6,0,0,0,2.7,2.7,0.1,-0.7,-0.7
Raúl Asencio,ESP,DF,Real Madrid,La Liga,21,2003,18.6,0,3,1,33.3,0.16,0.05,0,0,21.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Marco Asensio,ESP,MF,Aston Villa,Premier League,28,1996,8.3,3,22,9,40.9,2.66,1.09,0.14,0.33,19.6,1,0,2,4.4,2.9,0.13,-1.4,0.1
Marco Asensio,ESP,"FW,MF",Paris S-G,Ligue 1,28,1996,6.9,2,26,14,53.8,3.79,2.04,0.08,0.14,14.5,2,0,0,5.6,5.6,0.22,-3.6,-3.6
Kristjan Asllani,ALB,MF,Inter,Serie A,22,2002,10.9,2,14,3,21.4,1.29,0.28,0,0,25,2,2,2,2.5,0.9,0.06,-0.5,-0.9
Iago Aspas,ESP,"FW,MF",Celta Vigo,La Liga,36,1987,19.4,10,46,18,39.1,2.37,0.93,0.11,0.28,21.3,3,5,6,8.7,4,0.09,1.3,1
Yaser Asprilla,COL,"FW,MF",Girona,La Liga,20,2003,15.6,3,38,11,28.9,2.43,0.7,0.08,0.27,22.9,2,0,0,2.1,2.1,0.05,0.9,0.9
Lorenz Assignon,TOG,"DF,MF",Rennes,Ligue 1,24,2000,26.2,3,22,5,22.7,0.84,0.19,0.14,0.6,17.5,0,0,0,2.2,2.2,0.1,0.8,0.8
Dehmaine Assoumani,FRA,"MF,FW",Nantes,Ligue 1,19,2005,1.1,0,3,2,66.7,2.76,1.84,0,0,26.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Valentin Atangana Edoa,FRA,MF,Reims,Ligue 1,18,2005,31.7,1,33,6,18.2,1.04,0.19,0.03,0.17,18.4,0,0,0,2.5,2.5,0.08,-1.5,-1.5
Arthur Atta,FRA,"MF,FW",Udinese,Serie A,21,2003,13.9,0,26,7,26.9,1.87,0.5,0,0,20.6,0,0,0,1.3,1.3,0.05,-1.3,-1.3
Noah Atubolu,GER,GK,Freiburg,Bundesliga,22,2002,25.6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Emil Audero,IDN,GK,Como,Serie A,27,1997,8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Tommaso Augello,ITA,DF,Cagliari,Serie A,29,1994,30.1,0,8,0,0,0.27,0,0,,22.8,0,0,0,0.3,0.3,0.03,-0.3,-0.3
Carlos Augusto,BRA,DF,Inter,Serie A,25,1999,18.1,3,24,6,25,1.33,0.33,0.13,0.5,11.1,0,0,0,2.8,2.8,0.12,0.2,0.2
Yann Aurel Bisseck,GER,DF,Inter,Serie A,23,2000,17.3,3,21,5,23.8,1.22,0.29,0.14,0.6,11.2,0,0,0,2.6,2.6,0.12,0.4,0.4
Brandon Austin,ENG,GK,Tottenham,Premier League,25,1999,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Ezequiel Ávila,ARG,FW,Betis,La Liga,30,1994,7.5,2,20,10,50,2.66,1.33,0.1,0.2,17.9,0,0,0,1.5,1.5,0.08,0.5,0.5
Taiwo Awoniyi,NGA,FW,Nott'ham Forest,Premier League,26,1997,4.6,1,10,4,40,2.16,0.87,0.1,0.25,12.6,0,0,0,2.1,2.1,0.21,-1.1,-1.1
Yasin Ayari,SWE,MF,Brighton,Premier League,20,2003,21.8,2,28,8,28.6,1.28,0.37,0.07,0.25,18.7,2,0,0,2.4,2.4,0.09,-0.4,-0.4
Florian Ayé,FRA,FW,Auxerre,Ligue 1,27,1997,6.4,2,12,3,25,1.88,0.47,0.17,0.67,13.1,0,0,0,1.9,1.9,0.16,0.1,0.1
André Ayew,GHA,FW,Le Havre,Ligue 1,34,1989,16.1,4,22,9,40.9,1.36,0.56,0.18,0.44,12,2,0,0,4.3,4.3,0.21,-0.3,-0.3
Jordan Ayew,GHA,"FW,MF",Crystal Palace,Premier League,32,1991,0.2,0,1,0,0,4.29,0,0,,5.5,0,0,0,0.5,0.5,0.46,-0.5,-0.5
Jordan Ayew,GHA,"FW,MF",Leicester City,Premier League,32,1991,18.2,5,31,8,25.8,1.7,0.44,0.13,0.5,18.8,4,1,1,3.2,2.4,0.08,1.8,1.6
Neil El Aynaoui,FRA,MF,Lens,Ligue 1,23,2001,17.6,8,16,7,43.8,0.91,0.4,0.31,0.71,20.4,1,3,3,4,1.6,0.1,4,3.4
Ayman Azhil,MAR,MF,Dortmund,Bundesliga,23,2001,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Adam Aznou,MAR,DF,Valladolid,La Liga,18,2006,9.7,0,4,1,25,0.41,0.1,0,0,17.7,0,0,0,0.3,0.3,0.07,-0.3,-0.3
Adam Aznou,MAR,DF,Bayern Munich,Bundesliga,18,2006,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
César Azpilicueta,ESP,DF,Atlético Madrid,La Liga,34,1989,9.7,1,5,2,40,0.51,0.21,0.2,0.5,17.8,0,0,0,0.2,0.2,0.05,0.8,0.8
Paulo Azzi,BRA,DF,Cagliari,Serie A,30,1994,4.7,0,8,3,37.5,1.69,0.63,0,0,16.8,0,0,0,0.5,0.5,0.07,-0.5,-0.5
Oussama El Azzouzi,MAR,MF,Bologna,Serie A,23,2001,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Papa Ba,ESP,MF,Girona,La Liga,19,2004,0.5,0,1,0,0,1.87,0,0,,9.8,0,0,0,0,0,0.03,0,0
Shavy Babicka,GAB,"MF,FW",Toulouse,Ligue 1,24,2000,13.2,4,20,9,45,1.52,0.68,0.2,0.44,14.6,0,0,0,3.9,3.9,0.2,0.1,0.1
Jacopo Bacci,ITA,MF,Empoli,Serie A,19,2005,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Aliou Badara Baldé,GUI,"MF,FW",Bochum,Bundesliga,21,2002,1,0,4,1,25,3.96,0.99,0,0,26.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Loïc Bade,FRA,DF,Sevilla,La Liga,24,2000,29.8,1,13,4,30.8,0.44,0.13,0.08,0.25,15,0,0,0,0.6,0.6,0.05,0.4,0.4
Milan Badelj,CRO,MF,Genoa,Serie A,35,1989,16.4,1,14,2,14.3,0.86,0.12,0.07,0.5,21,0,0,0,1,1,0.07,0,0
Benoît Badiashile,FRA,DF,Chelsea,Premier League,23,2001,3.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Alex Baena,ESP,"MF,FW",Villarreal,La Liga,23,2001,28.8,7,69,17,24.6,2.39,0.59,0.1,0.41,21,8,0,1,7.1,6.3,0.09,-0.1,0.7
Juma Bah,SLE,DF,Valladolid,La Liga,18,2006,9.6,0,3,1,33.3,0.31,0.1,0,0,9.1,0,0,0,0.3,0.3,0.09,-0.3,-0.3
Juma Bah,SLE,DF,Lens,Ligue 1,18,2006,7.6,0,2,1,50,0.26,0.13,0,0,10.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Leon Bailey,JAM,"FW,MF",Aston Villa,Premier League,26,1997,12.7,1,28,6,21.4,2.21,0.47,0.04,0.17,17.3,2,0,0,1.7,1.7,0.06,-0.7,-0.7
Eric Bailly,CIV,DF,Villarreal,La Liga,30,1994,6.9,0,4,0,0,0.58,0,0,,7.8,0,0,0,0.3,0.3,0.08,-0.3,-0.3
Theo Bair,CAN,FW,Auxerre,Ligue 1,24,1999,10.4,2,26,13,50,2.49,1.25,0.08,0.15,13.2,0,0,0,3,3,0.12,-1,-1
Stefan Bajcetic,ESP,"MF,DF",Las Palmas,La Liga,19,2004,10.8,1,5,2,40,0.46,0.19,0.2,0.5,23.1,0,0,0,0.3,0.3,0.05,0.7,0.7
Cédric Bakambu,COD,FW,Betis,La Liga,33,1991,7.9,2,24,11,45.8,3.04,1.39,0.08,0.18,13.7,0,0,0,3.2,3.2,0.13,-1.2,-1.2
Mitchel Bakker,NED,MF,Atalanta,Serie A,24,2000,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Mitchel Bakker,NED,"FW,DF",Lille,Ligue 1,24,2000,12.7,3,23,10,43.5,1.82,0.79,0.13,0.3,18.9,5,0,0,3,3,0.13,0,0
Darryl Bakola,FRA,"DF,MF",Marseille,Ligue 1,16,2007,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Ridle Baku,GER,"FW,MF",Wolfsburg,Bundesliga,26,1998,13,2,18,6,33.3,1.38,0.46,0.11,0.33,19.9,0,0,0,1.5,1.5,0.08,0.5,0.5
Ridle Baku,GER,"DF,MF",RB Leipzig,Bundesliga,26,1998,14.2,2,17,5,29.4,1.2,0.35,0.12,0.4,16.7,0,0,0,1.4,1.4,0.08,0.6,0.6
Dilane Bakwa,FRA,"MF,DF",Strasbourg,Ligue 1,21,2002,27.7,6,52,22,42.3,1.87,0.79,0.12,0.27,21.3,6,0,0,4.7,4.7,0.09,1.3,1.3
Tommaso Baldanzi,ITA,"MF,FW",Roma,Serie A,21,2003,9.2,1,20,4,20,2.16,0.43,0.05,0.25,18.6,0,0,0,1.4,1.4,0.07,-0.4,-0.4
Alejandro Balde,ESP,DF,Barcelona,La Liga,20,2003,25.4,0,12,3,25,0.47,0.12,0,0,22,0,0,0,0.5,0.5,0.04,-0.5,-0.5
Keita Baldé,SEN,FW,Monza,Serie A,29,1995,7.1,2,14,5,35.7,1.97,0.71,0.14,0.4,15.5,0,0,0,1.1,1.1,0.08,0.9,0.9
Carlos Baleba,CMR,MF,Brighton,Premier League,20,2004,29.6,3,44,11,25,1.49,0.37,0.07,0.27,25.5,1,0,0,3.1,3.1,0.07,-0.1,-0.1
Leonardo Balerdi,ARG,DF,Marseille,Ligue 1,25,1999,25.3,0,15,1,6.7,0.59,0.04,0,0,17.1,0,0,0,0.9,0.9,0.06,-0.9,-0.9
Iván Balliu,ALB,DF,Rayo Vallecano,La Liga,32,1992,13.3,0,1,0,0,0.07,0,0,,30.9,0,0,0,0,0,0.01,0,0
Fodé Ballo-Touré,SEN,"DF,MF",Le Havre,Ligue 1,27,1997,6.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Botond Balogh,HUN,DF,Parma,Serie A,22,2002,22.8,0,3,0,0,0.13,0,0,,5.3,0,0,0,0.4,0.4,0.14,-0.4,-0.4
Folarin Balogun,USA,FW,Monaco,Ligue 1,23,2001,6.8,4,31,10,32.3,4.54,1.46,0.13,0.4,13.3,0,0,0,4.8,4.8,0.15,-0.8,-0.8
Mario Balotelli,ITA,"FW,MF",Genoa,Serie A,33,1990,0.7,0,2,0,0,2.9,0,0,,30.5,1,0,0,0,0,0.02,0,0
Abdoulaye Bamba,CIV,DF,Angers,Ligue 1,34,1990,16.8,0,1,0,0,0.06,0,0,,7.2,0,0,0,0.1,0.1,0.09,-0.1,-0.1
Jonathan Bamba,CIV,"FW,MF",Celta Vigo,La Liga,28,1996,9,0,13,6,46.2,1.44,0.67,0,0,18.4,0,0,0,0.8,0.8,0.06,-0.8,-0.8
Mohamed Bamba,CIV,MF,Reims,Ligue 1,19,2004,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Samuel Bamba,GER,"FW,MF",Bochum,Bundesliga,20,2004,0.3,0,2,1,50,6.67,3.33,0,0,22,1,0,0,0.1,0.1,0.05,-0.1,-0.1
Lameck Banda,ZAM,"FW,MF",Lecce,Serie A,23,2001,6.8,0,17,4,23.5,2.51,0.59,0,0,19.7,0,0,0,1.2,1.2,0.07,-1.2,-1.2
Daniel Bandeira,POR,MF,Hellas Verona,Serie A,24,2000,4.5,0,2,1,50,0.44,0.22,0,0,31.1,0,0,0,0,0,0.02,0,0
Mattia Bani,ITA,DF,Genoa,Serie A,30,1993,16.7,0,8,3,37.5,0.48,0.18,0,0,9.2,0,0,0,1.2,1.2,0.15,-1.2,-1.2
Noahkai Banks,USA,DF,Augsburg,Bundesliga,17,2006,3.1,0,1,0,0,0.32,0,0,,10.2,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Scott Banks,SCO,"FW,MF",St. Pauli,Bundesliga,22,2001,1.3,0,3,0,0,2.33,0,0,,11.5,0,0,0,0.3,0.3,0.09,-0.3,-0.3
Adrian Baquerin,ESP,FW,Valladolid,La Liga,17,2007,0.5,0,3,0,0,5.51,0,0,,11,0,0,0,0.4,0.4,0.13,-0.4,-0.4
Antonín Barák,CZE,MF,Fiorentina,Serie A,29,1994,0.6,0,2,2,100,3.33,3.33,0,0,25.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Federico Barba,ITA,DF,Como,Serie A,30,1993,4.8,0,2,1,50,0.42,0.21,0,0,8.9,0,0,0,0.2,0.2,0.1,-0.2,-0.2
Valentín Barco,ARG,"DF,FW",Sevilla,La Liga,20,2004,3.2,0,7,0,0,2.19,0,0,,27.8,2,0,0,0.3,0.3,0.04,-0.3,-0.3
Valentín Barco,ARG,"MF,DF",Strasbourg,Ligue 1,20,2004,12.9,0,10,1,10,0.78,0.08,0,0,22.9,1,0,0,0.5,0.5,0.05,-0.5,-0.5
Bradley Barcola,FRA,FW,Paris S-G,Ligue 1,21,2002,24.2,14,74,38,51.4,3.05,1.57,0.19,0.37,13.2,0,0,0,13.4,13.4,0.18,0.6,0.6
Melvin Bard,FRA,"DF,MF",Nice,Ligue 1,23,2000,21.5,2,23,8,34.8,1.07,0.37,0.09,0.25,17.9,0,0,0,2.2,2.2,0.1,-0.2,-0.2
Nicolò Barella,ITA,MF,Inter,Serie A,27,1997,27.3,3,42,9,21.4,1.54,0.33,0.07,0.33,24.8,1,0,0,2.2,2.2,0.05,0.8,0.8
Gabriel Bares,SUI,"MF,DF",Montpellier,Ligue 1,23,2000,0.6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Borna Barišić,CRO,DF,Leganés,La Liga,31,1992,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Téo Barisic,FRA,DF,Lyon,Ligue 1,19,2004,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Kike Barja,ESP,"FW,MF",Osasuna,La Liga,27,1997,3.5,0,4,1,25,1.14,0.29,0,0,18.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Ross Barkley,ENG,MF,Aston Villa,Premier League,30,1993,6.5,3,16,5,31.3,2.48,0.77,0.19,0.6,14.2,0,0,0,1.8,1.8,0.11,1.2,1.2
Aymen Barkok,MAR,MF,Mainz 05,Bundesliga,26,1998,0.8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Harvey Barnes,ENG,FW,Newcastle Utd,Premier League,26,1997,19.5,9,63,20,31.7,3.23,1.03,0.14,0.45,15.1,0,0,0,7.2,7.2,0.11,1.8,1.8
Enzo Barrenechea,ARG,MF,Valencia,La Liga,23,2001,24.3,1,16,3,18.8,0.66,0.12,0.06,0.33,18.5,0,0,0,1.3,1.3,0.08,-0.3,-0.3
Ander Barrenetxea,ESP,"MF,FW",Real Sociedad,La Liga,22,2001,14,1,25,8,32,1.78,0.57,0.04,0.13,16.2,0,0,0,1.6,1.6,0.07,-0.6,-0.6
Pablo Barrios,ESP,MF,Atlético Madrid,La Liga,21,2003,25.9,1,29,8,27.6,1.12,0.31,0.03,0.13,23.1,0,0,0,1.3,1.3,0.05,-0.3,-0.3
Thierno Barry,FRA,FW,Villarreal,La Liga,21,2002,25.8,11,71,24,33.8,2.75,0.93,0.14,0.42,12,0,1,1,12.5,11.7,0.17,-1.5,-1.7
Davide Bartesaghi,ITA,DF,Milan,Serie A,18,2005,1.3,0,1,1,100,0.76,0.76,0,0,24.6,0,0,0,0,0,0.01,0,0
Marc Bartra,ESP,DF,Betis,La Liga,33,1991,23.3,2,18,5,27.8,0.77,0.21,0.11,0.4,20.8,1,0,0,1.2,1.2,0.07,0.8,0.8
Federico Baschirotto,ITA,DF,Lecce,Serie A,27,1996,38,2,22,8,36.4,0.58,0.21,0.09,0.25,11.8,0,0,0,1.2,1.2,0.06,0.8,0.8
Daniele Baselli,ITA,MF,Como,Serie A,32,1992,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Calvin Bassey,NGA,DF,Fulham,Premier League,24,1999,34.2,1,14,4,28.6,0.41,0.12,0.07,0.25,15.3,0,0,0,1,1,0.07,0,0
Aboubacar Bassinga,CIV,MF,Las Palmas,La Liga,19,2005,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Alessandro Bastoni,ITA,DF,Inter,Serie A,25,1999,25.9,1,12,2,16.7,0.46,0.08,0.08,0.5,13.3,0,0,0,0.8,0.8,0.06,0.2,0.2
Augusto Batalla,ARG,GK,Rayo Vallecano,La Liga,28,1996,32,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Michy Batshuayi,BEL,FW,Eint Frankfurt,Bundesliga,30,1993,3.3,3,5,3,60,1.5,0.9,0.6,1,11.3,0,0,0,1.2,1.2,0.24,1.8,1.8
Dylan Batubinsika,COD,DF,Saint-Étienne,Ligue 1,28,1996,22.4,1,7,2,28.6,0.31,0.09,0.14,0.5,10.5,0,0,0,0.8,0.8,0.12,0.2,0.2
Maximilian Bauer,GER,DF,Augsburg,Bundesliga,24,2000,7.3,0,1,1,100,0.14,0.14,0,0,7.2,0,0,0,0.2,0.2,0.18,-0.2,-0.2
Oliver Baumann,GER,GK,Hoffenheim,Bundesliga,34,1990,28,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Christoph Baumgartner,AUT,MF,RB Leipzig,Bundesliga,24,1999,17.9,2,39,15,38.5,2.18,0.84,0.05,0.13,14.2,0,0,0,4.5,4.5,0.12,-2.5,-2.5
Rafael Bauza,ESP,MF,Espanyol,La Liga,19,2005,2,0,3,0,0,1.48,0,0,,23.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Altay Bayındır,TUR,GK,Manchester Utd,Premier League,26,1998,4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Ihlas Bebou,TOG,MF,Hoffenheim,Bundesliga,30,1994,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Adrian Beck,GER,"MF,FW",Heidenheim,Bundesliga,27,1997,17.8,4,39,13,33.3,2.2,0.73,0.1,0.31,17.8,0,0,0,3.3,3.3,0.08,0.7,0.7
Sheraldo Becker,SUR,"FW,MF",Real Sociedad,La Liga,29,1995,11.1,2,22,13,59.1,1.99,1.18,0.09,0.15,19.1,0,0,0,2,2,0.09,0,0
Timo Becker,GER,DF,Holstein Kiel,Bundesliga,27,1997,27.2,0,17,4,23.5,0.63,0.15,0,0,18.4,1,0,0,1.4,1.4,0.09,-1.4,-1.4
Jan Bednarek,POL,DF,Southampton,Premier League,28,1996,28.1,2,5,2,40,0.18,0.07,0.4,1,16,0,0,0,0.7,0.7,0.13,1.3,1.3
Donny van de Beek,NED,MF,Girona,La Liga,27,1997,15.8,2,18,5,27.8,1.14,0.32,0.11,0.4,14.7,0,0,0,1.5,1.5,0.08,0.5,0.5
Hannes Behrens,GER,DF,Hoffenheim,Bundesliga,,,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Kevin Behrens,GER,FW,Wolfsburg,Bundesliga,33,1991,1.9,1,9,3,33.3,4.76,1.59,0.11,0.33,11,0,0,0,2.3,2.3,0.26,-1.3,-1.3
Maximilian Beier,GER,"FW,MF",Dortmund,Bundesliga,21,2002,17.7,8,42,13,31,2.38,0.74,0.19,0.62,12.6,0,0,0,7.7,7.7,0.18,0.3,0.3
Luken Beitia,ESP,DF,Real Sociedad,La Liga,20,2004,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Ismael Bekhoucha,MAR,"MF,DF",Getafe,La Liga,19,2004,0.8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Reda Belahyane,MAR,MF,Hellas Verona,Serie A,20,2004,18.4,0,6,2,33.3,0.33,0.11,0,0,23.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Reda Belahyane,MAR,MF,Lazio,Serie A,20,2004,2.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Haris Belkebla,ALG,MF,Angers,Ligue 1,30,1994,19.9,0,3,0,0,0.15,0,0,,23.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Yassin Belkhdim,FRA,MF,Angers,Ligue 1,22,2002,16.9,1,9,5,55.6,0.53,0.3,0.11,0.2,17.3,0,0,0,0.8,0.8,0.09,0.2,0.2
Stefan Bell,GER,DF,Mainz 05,Bundesliga,32,1991,16,0,12,3,25,0.75,0.19,0,0,11.3,0,0,0,0.8,0.8,0.06,-0.8,-0.8
Armel Bella Kotchap,GER,DF,Southampton,Premier League,22,2001,3.7,0,1,0,0,0.27,0,0,,9.1,0,0,0,0.3,0.3,0.32,-0.3,-0.3
Raoul Bellanova,ITA,DF,Torino,Serie A,24,2000,1,0,1,0,0,1.03,0,0,,8.4,0,0,0,0,0,0.03,0,0
Raoul Bellanova,ITA,DF,Atalanta,Serie A,24,2000,26.7,0,18,5,27.8,0.67,0.19,0,0,15.2,0,0,0,1.1,1.1,0.06,-1.1,-1.1
Jean-Ricner Bellegarde,FRA,"MF,FW",Wolves,Premier League,26,1998,18.6,2,22,5,22.7,1.18,0.27,0.09,0.4,21.2,2,0,0,1.5,1.5,0.07,0.5,0.5
Héctor Bellerín,ESP,DF,Betis,La Liga,29,1995,6.4,0,1,1,100,0.16,0.16,0,0,14.6,0,0,0,0.2,0.2,0.2,-0.2,-0.2
Jude Bellingham,ENG,MF,Real Madrid,La Liga,21,2003,27.6,9,60,22,36.7,2.17,0.8,0.13,0.36,15.6,0,1,2,11.4,9.9,0.17,-2.4,-1.9
Jeanuël Belocian,FRA,"DF,MF",Leverkusen,Bundesliga,19,2005,0.8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Andrea Belotti,ITA,FW,Como,Serie A,30,1993,6.6,2,19,3,15.8,2.88,0.46,0.11,0.67,12.7,0,0,0,2.5,2.5,0.13,-0.5,-0.5
Fran Beltrán,ESP,MF,Celta Vigo,La Liga,25,1999,26.9,2,23,4,17.4,0.86,0.15,0.09,0.5,23.1,0,0,0,1,1,0.04,1,1
Lucas Beltrán,ARG,"FW,MF",Fiorentina,Serie A,23,2001,20.7,5,26,6,23.1,1.26,0.29,0.12,0.5,15.9,0,2,3,5.4,3.1,0.12,-0.4,-0.1
Eliesse Ben Seghir,MAR,"MF,FW",Monaco,Ligue 1,19,2005,19.4,6,58,19,32.8,2.98,0.98,0.07,0.21,20.9,3,2,2,5.5,4.1,0.07,0.5,-0.1
Carlos Benavídez,URU,MF,Alavés,La Liga,26,1998,5.4,1,5,2,40,0.92,0.37,0.2,0.5,21.4,0,0,0,0.3,0.3,0.05,0.7,0.7
Adrian Benedyczak,POL,"FW,MF",Parma,Serie A,23,2000,2.4,0,3,0,0,1.26,0,0,,18.4,0,0,0,0.3,0.3,0.08,-0.3,-0.3
László Bénes,SVK,"MF,FW",Union Berlin,Bundesliga,26,1997,6.5,2,19,7,36.8,2.9,1.07,0.11,0.29,22.1,2,0,0,0.9,0.9,0.05,1.1,1.1
Iker Benito,ESP,"FW,MF",Osasuna,La Liga,21,2002,0.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Ismaël Bennacer,ALG,MF,Milan,Serie A,26,1997,3.3,0,3,2,66.7,0.9,0.6,0,0,31.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Ismaël Bennacer,ALG,MF,Marseille,Ligue 1,26,1997,7.2,0,3,0,0,0.42,0,0,,24.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Saïd Benrahma,ALG,"FW,MF",Lyon,Ligue 1,28,1995,8.2,1,17,4,23.5,2.08,0.49,0.06,0.25,20.2,1,0,0,2,2,0.12,-1,-1
Ramy Bensebaini,ALG,DF,Dortmund,Bundesliga,29,1995,22.5,1,20,2,10,0.89,0.09,0.05,0.5,13.7,0,0,0,1.3,1.3,0.06,-0.3,-0.3
Nabil Bentaleb,ALG,MF,Lille,Ligue 1,29,1994,3.7,1,5,1,20,1.37,0.27,0.2,1,24.8,2,0,0,0.7,0.7,0.15,0.3,0.3
Rodrigo Bentancur,URU,MF,Tottenham,Premier League,27,1997,18.3,2,22,5,22.7,1.2,0.27,0.09,0.4,17.4,0,0,0,1.3,1.3,0.06,0.7,0.7
Daniel Bentley,ENG,GK,Wolves,Premier League,31,1993,2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Lucas Beraldo,BRA,DF,Paris S-G,Ligue 1,20,2003,22.3,1,12,4,33.3,0.54,0.18,0.08,0.25,14.2,0,0,0,0.9,0.9,0.07,0.1,0.1
Yuri Berchiche,ESP,DF,Athletic Club,La Liga,34,1990,22.7,0,16,4,25,0.7,0.18,0,0,25.2,2,0,0,0.6,0.6,0.04,-0.6,-0.6
Álex Berenguer,ESP,"FW,MF",Athletic Club,La Liga,29,1995,26,6,51,18,35.3,1.96,0.69,0.12,0.33,18.4,3,0,1,6.8,6,0.12,-0.8,0
Sander Berge,NOR,MF,Fulham,Premier League,26,1998,24.7,0,3,1,33.3,0.12,0.04,0,0,8.7,0,0,0,0.4,0.4,0.12,-0.4,-0.4
Lucas Bergvall,SWE,MF,Tottenham,Premier League,18,2006,13.5,0,12,2,16.7,0.89,0.15,0,0,19.9,0,0,0,0.7,0.7,0.06,-0.7,-0.7
Medon Berisha,ALB,MF,Lecce,Serie A,20,2003,8,0,24,6,25,3.02,0.75,0,0,26.7,2,0,0,0.7,0.7,0.03,-0.7,-0.7
Mergim Berisha,GER,"FW,MF",Hoffenheim,Bundesliga,26,1998,3.7,1,11,3,27.3,2.97,0.81,0.09,0.33,16,1,0,0,1,1,0.09,0,0
Mergim Berisha,GER,FW,Augsburg,Bundesliga,26,1998,0.4,0,3,1,33.3,6.75,2.25,0,0,15.9,0,0,0,0.2,0.2,0.06,-0.2,-0.2
Adrian Bernabe,ESP,MF,Parma,Serie A,23,2001,16.1,1,27,5,18.5,1.67,0.31,0.04,0.2,26.2,7,0,0,1.3,1.3,0.05,-0.3,-0.3
Marc Bernal,ESP,MF,Barcelona,La Liga,17,2007,2.7,0,2,1,50,0.74,0.37,0,0,26,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Bernardo,BRA,DF,Bochum,Bundesliga,29,1995,19.8,0,8,2,25,0.4,0.1,0,0,8.6,0,0,0,0.7,0.7,0.09,-0.7,-0.7
Juan Bernat,ESP,"DF,MF",Villarreal,La Liga,31,1993,2.4,0,2,1,50,0.85,0.42,0,0,17.6,0,0,0,0.3,0.3,0.14,-0.3,-0.3
Juan Bernat,ESP,"MF,DF",Getafe,La Liga,31,1993,7.8,0,4,0,0,0.52,0,0,,22.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1
