player,nation,position,squad,competition,age,born,90s,passes_attempted,liveball_passes,deadball_passes,fk_passes,throughball_passes,switches,crosses,throwins,cornerkicks,inswingingcorners,outswingingcorners,straightcorners,totalpasscomp,passes_offside,passes_blocked
Jackson Tchatchoua,CMR,"DF,MF",Hellas Verona,Serie A,22,2001,35.2,1126,920,202,8,2,6,118,194,0,0,0,0,837,4,35
Enzo Tchato,CMR,DF,Montpellier,Ligue 1,21,2002,21.1,1010,807,196,20,1,0,77,176,0,0,0,0,757,7,28
Aurélien Tchouaméni,FRA,"DF,MF",Real Madrid,La Liga,24,2000,29.9,2025,1936,86,57,0,9,12,6,0,0,0,0,1869,3,10
Álvaro Tejero,ESP,"MF,DF",Espanyol,La Liga,28,1996,13.8,626,472,152,35,1,4,113,64,53,15,28,1,453,2,15
Martín Tejón,ESP,"MF,DF",Valencia,La Liga,20,2004,0.5,26,26,0,0,0,0,1,0,0,0,0,0,20,0,0
Mathys Tel,FRA,FW,Tottenham,Premier League,19,2005,10.1,266,243,22,3,2,1,35,7,8,6,2,0,185,1,12
Mathys Tel,FRA,"FW,MF",Bayern Munich,Bundesliga,19,2005,2.8,128,118,10,3,0,1,5,4,2,0,0,0,108,0,2
Nathan Tella,NGA,"MF,FW",Leverkusen,Bundesliga,25,1999,15.1,343,332,8,1,2,1,25,4,0,0,0,0,256,3,20
Nahuel Tenaglia,ARG,DF,Alavés,La Liga,28,1996,32.5,1410,1044,358,11,0,4,85,344,0,0,0,0,1017,8,35
Arnau Tenas,ESP,GK,Paris S-G,Ligue 1,23,2001,1,32,29,3,1,0,0,0,0,0,0,0,0,31,0,0
Casper Tengstedt,DEN,FW,Hellas Verona,Serie A,24,2000,16.9,298,266,31,0,4,2,10,6,0,0,0,0,201,1,18
Marc-André ter Stegen,GER,GK,Barcelona,La Liga,32,1992,7.5,251,213,38,11,0,0,0,0,0,0,0,0,233,0,0
Filippo Terracciano,ITA,"DF,MF",Milan,Serie A,21,2003,6,257,219,38,7,1,1,3,31,0,0,0,0,226,0,2
Pietro Terracciano,ITA,GK,Fiorentina,Serie A,34,1990,3,89,75,14,3,0,0,0,0,0,0,0,0,70,0,0
Ramón Terrats,ESP,"MF,FW",Villarreal,La Liga,23,2000,1.5,79,77,2,1,1,2,5,0,0,0,0,0,64,0,2
Ramón Terrats,ESP,"MF,FW",Getafe,La Liga,23,2000,13.5,352,318,31,15,5,3,35,4,12,4,7,0,228,3,11
Martin Terrier,FRA,"MF,FW",Leverkusen,Bundesliga,27,1997,6.5,199,185,10,0,2,0,5,0,2,1,0,0,163,4,6
Tanner Tessmann,USA,MF,Lyon,Ligue 1,22,2001,13.7,766,748,18,7,1,16,14,5,5,3,2,0,685,0,7
Kenny Tete,NED,DF,Fulham,Premier League,28,1995,19.7,956,799,153,6,1,2,38,147,0,0,0,0,772,4,23
Teddy Teuma,MLT,MF,Reims,Ligue 1,30,1993,8.3,624,545,75,29,3,8,44,10,23,17,4,0,494,4,17
Jordan Teze,NED,DF,Monaco,Ligue 1,24,1999,6.3,363,289,73,7,1,1,12,63,3,1,0,0,287,1,9
Florian Thauvin,FRA,"FW,MF",Udinese,Serie A,31,1993,21.7,819,700,111,30,5,13,168,7,56,18,26,1,544,8,28
Arthur Theate,BEL,DF,Eint Frankfurt,Bundesliga,24,2000,30,1863,1694,164,39,7,13,26,97,0,0,0,0,1539,5,18
Norman Theuerkauf,GER,MF,Heidenheim,Bundesliga,37,1987,0.2,20,17,3,1,0,0,0,2,0,0,0,0,17,0,0
Thiago,BRA,"FW,MF",Brentford,Premier League,23,2001,1.9,56,55,1,0,0,0,2,0,0,0,0,0,40,0,0
Malick Thiaw,GER,DF,Milan,Serie A,22,2001,20.1,1269,1213,51,34,2,6,3,2,0,0,0,0,1181,5,2
Denis Thomalla,GER,MF,Heidenheim,Bundesliga,31,1992,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Luke Thomas,ENG,DF,Leicester City,Premier League,23,2001,12.3,629,518,108,20,0,0,29,80,8,4,3,0,493,3,14
Sorba Thomas,WAL,"FW,MF",Nantes,Ligue 1,24,1999,14.7,550,456,93,18,0,1,130,22,53,22,25,0,360,1,16
Adrien Thomasson,FRA,MF,Lens,Ligue 1,30,1993,29.1,1612,1539,68,36,4,9,58,8,24,8,13,0,1318,5,33
Morten Thorsby,NOR,"MF,FW",Genoa,Serie A,28,1996,21.1,530,528,0,0,3,0,9,0,0,0,0,0,353,2,20
Khéphren Thuram,FRA,MF,Juventus,Serie A,23,2001,25.8,1389,1362,23,19,6,1,13,4,0,0,0,0,1228,4,17
Marcus Thuram,FRA,FW,Inter,Serie A,26,1997,24.4,559,525,32,0,4,2,13,0,0,0,0,0,412,2,12
Cheikh Tidiane Niasse,SEN,MF,Hellas Verona,Serie A,24,2000,8.4,240,233,6,4,0,2,2,1,0,0,0,0,192,1,6
Youri Tielemans,BEL,MF,Aston Villa,Premier League,27,1997,33.6,2061,1847,207,98,24,8,119,2,85,63,8,1,1694,7,37
Kieran Tierney,SCO,"DF,FW",Arsenal,Premier League,27,1997,2.9,173,155,18,4,1,0,14,14,0,0,0,0,145,0,2
Phillip Tietz,GER,FW,Augsburg,Bundesliga,27,1997,18.7,481,465,15,0,1,0,1,1,1,0,0,0,300,1,21
Jurriën Timber,NED,DF,Arsenal,Premier League,23,2001,26.9,1395,1188,204,22,2,1,28,182,0,0,0,0,1194,3,25
Jean-Clair Todibo,FRA,DF,West Ham,Premier League,24,1999,20.3,1082,1046,33,28,0,4,3,5,0,0,0,0,951,3,7
Harry Toffolo,ENG,DF,Nott'ham Forest,Premier League,28,1995,1.5,67,39,28,0,0,0,4,27,1,1,0,0,47,0,3
Umut Tohumcu,GER,"MF,FW",Hoffenheim,Bundesliga,19,2004,4.2,133,120,12,7,0,0,8,0,4,3,1,0,110,1,1
Corentin Tolisso,FRA,MF,Lyon,Ligue 1,29,1994,25.9,1602,1527,71,40,5,13,32,27,1,1,0,0,1359,4,41
John Tolkin,USA,"DF,MF",Holstein Kiel,Bundesliga,22,2002,8.2,368,275,92,20,1,1,38,52,20,10,8,0,250,1,8
Rafael Tolói,ITA,DF,Atalanta,Serie A,33,1990,5.2,293,286,6,5,0,1,2,1,0,0,0,0,257,1,0
Raúl de Tomás,ESP,"DF,FW",Rayo Vallecano,La Liga,29,1994,0.2,6,5,1,0,0,0,0,0,0,0,0,0,5,0,0
Tiago Tomás,POR,"FW,MF",Wolfsburg,Bundesliga,22,2002,20.9,475,467,6,0,5,3,22,3,0,0,0,0,329,2,17
Takehiro Tomiyasu,JPN,DF,Arsenal,Premier League,25,1998,0.1,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0
Fikayo Tomori,ENG,DF,Milan,Serie A,26,1997,17.7,1103,1025,76,39,2,4,6,26,0,0,0,0,1019,2,5
Sandro Tonali,ITA,MF,Newcastle Utd,Premier League,24,2000,29.2,1535,1468,61,29,7,7,54,12,19,9,8,1,1285,6,27
Luka Topalović,SVN,MF,Inter,Serie A,18,2006,0.1,9,8,0,0,0,0,0,0,0,0,0,0,5,1,0
Pablo Torre,ESP,"MF,FW",Barcelona,La Liga,21,2003,3.4,220,198,21,5,3,0,13,0,14,9,1,0,180,1,4
David Torres,ESP,DF,Valladolid,La Liga,21,2003,15.4,714,649,63,17,0,3,3,11,0,0,0,0,589,2,10
Ferrán Torres,ESP,"FW,MF",Barcelona,La Liga,24,2000,12.3,360,329,28,5,2,2,17,1,9,2,0,0,267,3,14
Pau Torres,ESP,DF,Aston Villa,Premier League,27,1997,22.4,1369,1248,117,67,4,12,3,3,0,0,0,0,1217,4,4
Lucas Torró,ESP,MF,Osasuna,La Liga,30,1994,32.9,1363,1335,22,22,1,27,1,0,0,0,0,0,1026,6,10
Lorenzo Tosto,ITA,DF,Empoli,Serie A,18,2006,0,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
Abdoulaye Touré,GUI,MF,Le Havre,Ligue 1,30,1994,25.8,1059,1040,13,12,3,12,11,0,0,0,0,0,868,6,8
Bazoumana Touré,CIV,"FW,MF",Hoffenheim,Bundesliga,18,2006,6.8,187,181,4,0,0,2,24,3,1,0,0,0,125,2,8
Birama Touré,MLI,"MF,DF",Montpellier,Ligue 1,32,1992,3.3,123,121,2,2,0,1,0,0,0,0,0,0,101,0,0
Ousmane Toure,FRA,DF,Lille,Ligue 1,19,2005,0.1,6,5,1,0,0,0,0,1,0,0,0,0,4,0,0
Souleymane Touré,FRA,DF,Udinese,Serie A,21,2003,8.1,517,498,19,8,0,2,6,1,0,0,0,0,474,0,3
Lucas Tousart,FRA,MF,Union Berlin,Bundesliga,27,1997,6.2,162,162,0,0,0,1,2,0,0,0,0,0,108,0,3
Conor Townsend,ENG,DF,Ipswich Town,Premier League,31,1993,3.7,127,98,28,4,1,0,12,20,4,3,1,0,80,1,3
Adama Traoré,ESP,"FW,MF",Fulham,Premier League,28,1996,19.7,587,584,1,0,6,2,100,1,0,0,0,0,424,2,19
Boubacar Traoré,MLI,MF,Wolves,Premier League,22,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hamari Traoré,MLI,DF,Real Sociedad,La Liga,32,1992,7.8,460,371,89,12,0,1,9,77,0,0,0,0,381,0,8
Omar Traoré,GER,DF,Heidenheim,Bundesliga,26,1998,29.1,1399,1151,247,12,0,5,107,232,1,0,0,0,989,1,65
Kevin Trapp,GER,GK,Eint Frankfurt,Bundesliga,34,1990,25.5,947,756,187,57,0,0,0,0,0,0,0,0,693,4,1
Mark Travers,IRL,GK,Bournemouth,Premier League,25,1999,5,142,95,47,8,0,0,0,0,0,0,0,0,100,0,0
Óscar Trejo,ARG,MF,Rayo Vallecano,La Liga,36,1988,5.5,312,289,19,2,1,0,7,6,3,1,1,0,261,4,4
Philipp Treu,GER,"MF,DF",St. Pauli,Bundesliga,23,2000,32,1532,1213,313,17,1,1,60,296,0,0,0,0,1225,6,45
Ryan Trevitt,ENG,MF,Brentford,Premier League,21,2003,0,7,6,0,0,0,0,0,0,0,0,0,0,4,1,1
Christopher Trimmel,AUT,"DF,MF",Union Berlin,Bundesliga,37,1987,19.3,783,553,227,23,1,2,111,154,50,18,31,1,474,3,26
Kieran Trippier,ENG,DF,Newcastle Utd,Premier League,33,1990,14.5,1256,1007,246,50,3,3,82,133,62,26,8,15,1036,3,16
Leandro Trossard,BEL,FW,Arsenal,Premier League,29,1994,28.3,954,917,29,5,7,5,86,7,10,9,0,0,711,8,41
Adrien Truffert,FRA,"DF,MF",Rennes,Ligue 1,22,2001,30.6,1601,1312,283,27,1,3,145,218,38,11,19,0,1263,6,39
Kostas Tsimikas,GRE,DF,Liverpool,Premier League,28,1996,9.3,654,536,116,12,1,1,64,63,41,32,6,0,550,2,9
Viktor Tsyhankov,UKR,"FW,MF",Girona,La Liga,26,1997,21.3,871,751,116,23,3,1,124,12,80,36,29,1,646,4,23
Axel Tuanzebe,COD,DF,Ipswich Town,Premier League,26,1997,19,814,651,163,30,0,1,10,133,0,0,0,0,682,0,14
Stefano Turati,ITA,GK,Monza,Serie A,22,2001,29.7,1077,851,222,91,0,1,0,0,0,0,0,0,764,4,1
Beñat Turrientes,ESP,MF,Real Sociedad,La Liga,22,2002,10.5,452,423,29,17,0,6,19,1,10,5,1,0,405,0,2
Tuta,BRA,"DF,MF",Eint Frankfurt,Bundesliga,25,1999,25.3,1442,1380,58,40,4,2,3,10,0,0,0,0,1265,4,16
Christantus Uche,NGA,"FW,MF",Getafe,La Liga,21,2003,27.6,592,578,11,0,1,2,22,0,0,0,0,0,387,3,23
Destiny Udogie,ITA,DF,Tottenham,Premier League,21,2002,21.4,1115,944,170,28,0,0,19,142,0,0,0,0,972,1,34
Manuel Ugarte Ribeiro,URU,MF,Manchester Utd,Premier League,23,2001,19.8,910,883,23,7,2,5,7,2,0,0,0,0,800,4,12
Lesley Ugochukwu,FRA,MF,Southampton,Premier League,20,2004,18.4,706,697,9,9,2,0,6,0,0,0,0,0,600,0,11
Lukas Ullrich,GER,DF,Gladbach,Bundesliga,20,2004,21.1,850,713,134,5,1,0,47,129,0,0,0,0,647,3,39
Sven Ulreich,GER,GK,Bayern Munich,Bundesliga,35,1988,1,30,29,1,0,0,0,0,0,0,0,0,0,25,0,0
Enes Ünal,TUR,"FW,MF",Bournemouth,Premier League,27,1997,3.8,99,96,2,1,1,1,4,0,0,0,0,0,63,1,6
Deniz Undav,GER,"FW,MF",Stuttgart,Bundesliga,28,1996,19.2,589,561,24,1,6,5,11,7,0,0,0,0,431,4,21
Naci Ünüvar,NED,"MF,DF",Espanyol,La Liga,21,2003,0.3,18,18,0,0,0,0,2,0,0,0,0,0,13,0,2
Dayot Upamecano,FRA,DF,Bayern Munich,Bundesliga,25,1998,19.5,1923,1880,42,21,0,2,6,8,0,0,0,0,1805,1,7
Kacper Urbanski,POL,MF,Bologna,Serie A,19,2004,2.7,126,119,7,0,1,0,8,0,7,0,5,0,106,0,4
Kacper Urbanski,POL,MF,Monza,Serie A,19,2004,5.6,249,242,7,5,1,2,4,1,1,0,1,0,215,0,6
Jonas Urbig,GER,GK,Bayern Munich,Bundesliga,20,2003,8,286,259,27,4,0,1,0,0,0,0,0,0,232,0,1
Can Uzun,TUR,"MF,FW",Eint Frankfurt,Bundesliga,18,2005,7.5,299,289,10,1,2,1,18,0,6,2,2,0,239,0,11
Josha Vagnoman,GER,"DF,MF",Stuttgart,Bundesliga,23,2000,20.4,902,781,121,11,1,1,43,110,0,0,0,0,725,0,27
Lautaro Valenti,ARG,DF,Parma,Serie A,25,1999,17.3,830,752,76,36,0,1,2,4,0,0,0,0,701,2,6
Óscar Valentín,ESP,MF,Rayo Vallecano,La Liga,29,1994,20.4,830,809,19,19,0,4,2,0,0,0,0,0,688,2,19
Nicolás Valentini,ARG,DF,Hellas Verona,Serie A,23,2001,12.5,468,441,26,17,1,8,5,9,0,0,0,0,316,1,11
Germán Valera,ESP,MF,Valencia,La Liga,22,2002,1.6,47,46,1,0,0,0,6,1,0,0,0,0,34,0,1
Emanuele Valeri,ITA,DF,Parma,Serie A,25,1998,31.9,1193,912,280,37,1,11,129,234,9,3,4,0,783,1,26
Martin Valjent,SVK,DF,Mallorca,La Liga,28,1995,30.7,1391,1294,92,42,1,4,11,49,0,0,0,0,1195,5,13
Álex Valle,ESP,DF,Como,Serie A,20,2004,11.4,661,533,126,27,0,4,16,99,0,0,0,0,562,2,20
Jesús Vallejo,ESP,DF,Real Madrid,La Liga,27,1997,1.5,67,66,1,1,0,0,0,0,0,0,0,0,60,0,0
Mattia Valoti,ITA,MF,Monza,Serie A,30,1993,0.4,19,18,1,1,0,0,0,0,0,0,0,0,12,0,0
Federico Valverde,URU,"MF,DF",Real Madrid,La Liga,26,1998,33.7,2237,2145,81,37,3,50,26,38,3,3,0,0,2010,11,23
Ignace Van Der Brempt,BEL,DF,Como,Serie A,22,2002,14,679,544,135,13,0,2,20,122,0,0,0,0,551,0,17
Siebe Van Der Heyden,BEL,"DF,MF",Mallorca,La Liga,26,1998,1.1,73,65,8,0,0,1,2,8,0,0,0,0,65,0,0
Siebe Van Der Heyden,BEL,"DF,MF",St. Pauli,Bundesliga,26,1998,9.7,487,445,39,6,0,1,18,19,0,0,0,0,386,3,12
Virgil van Dijk,NED,DF,Liverpool,Premier League,33,1991,37,2935,2708,224,86,1,22,1,8,0,0,0,0,2688,3,9
Vanderson,BRA,DF,Monaco,Ligue 1,23,2001,22.9,1403,1175,220,30,4,13,59,190,0,0,0,0,1090,8,30
Maarten Vandevoordt,BEL,GK,RB Leipzig,Bundesliga,22,2002,4.8,175,134,40,5,0,0,0,0,0,0,0,0,138,1,0
Jamie Vardy,ENG,FW,Leicester City,Premier League,37,1987,31.4,389,335,47,0,1,1,11,0,0,0,0,0,258,7,15
Ruben Vargas,SUI,"FW,MF",Sevilla,La Liga,25,1998,7.5,247,219,28,3,0,0,37,9,16,12,2,0,166,0,13
Ruben Vargas,SUI,"MF,FW",Augsburg,Bundesliga,25,1998,3.4,141,128,12,2,0,1,12,6,2,0,0,0,118,1,0
Nikola Vasilj,BIH,GK,St. Pauli,Bundesliga,28,1995,33,1404,1168,233,99,0,1,0,0,0,0,0,0,1033,3,0
Devis Vásquez,COL,GK,Empoli,Serie A,26,1998,32,1105,867,236,86,1,1,0,0,0,0,0,0,667,2,1
Johan Vásquez,MEX,DF,Genoa,Serie A,25,1998,33.8,1760,1661,96,70,0,4,7,7,0,0,0,0,1491,3,19
Denis Vavro,SVK,DF,Wolfsburg,Bundesliga,28,1996,27.3,1493,1427,61,44,0,24,8,8,0,0,0,0,1297,5,3
José Luis García Vayá,ESP,MF,Valencia,La Liga,25,1998,19.4,1237,1086,143,70,4,25,109,0,72,22,36,3,970,8,12
Robinio Vaz,FRA,FW,Marseille,Ligue 1,17,2007,0.8,8,8,0,0,0,0,1,0,0,0,0,0,2,0,0
Jesus Vazquez,ESP,DF,Valencia,La Liga,21,2003,10.2,447,332,112,8,0,0,23,103,0,0,0,0,345,3,22
Lucas Vázquez,ESP,DF,Real Madrid,La Liga,33,1991,24.3,1624,1415,204,37,1,7,63,151,16,4,7,0,1415,5,27
Matías Vecino,URU,MF,Lazio,Serie A,32,1991,9.7,397,387,9,9,4,4,2,0,0,0,0,0,322,1,9
Danilo Veiga,POR,DF,Lecce,Serie A,21,2002,4.2,161,132,28,2,0,0,17,26,0,0,0,0,104,1,5
Renato Veiga,POR,"DF,MF",Chelsea,Premier League,21,2003,2,139,127,12,5,0,0,0,7,0,0,0,0,118,0,1
Renato Veiga,POR,DF,Juventus,Serie A,21,2003,12.1,568,530,38,23,1,4,0,0,0,0,0,0,500,0,1
Alejo Véliz,ARG,FW,Espanyol,La Liga,20,2003,12.5,187,161,26,0,0,0,0,2,0,0,0,0,122,0,2
Miloš Veljković,SRB,DF,Werder Bremen,Bundesliga,28,1995,11.4,648,620,25,18,0,12,9,0,0,0,0,0,562,3,7
Joël Veltman,NED,DF,Brighton,Premier League,32,1992,18.9,929,756,170,42,2,3,24,128,0,0,0,0,745,3,21
Micky van de Ven,NED,DF,Tottenham,Premier League,23,2001,11.3,802,758,43,18,0,1,0,4,0,0,0,0,729,1,5
Lorenzo Venturino,ITA,"FW,MF",Genoa,Serie A,18,2006,1.9,55,54,1,0,0,0,10,1,0,0,0,0,28,0,8
Nikolas Veratschnig,AUT,"DF,MF",Mainz 05,Bundesliga,21,2003,4,146,115,31,0,0,0,7,30,0,0,0,0,106,0,6
Bart Verbruggen,NED,GK,Brighton,Premier League,21,2002,36,1315,1164,145,62,0,0,0,0,0,0,0,0,1011,6,2
Simone Verdi,ITA,"MF,FW",Como,Serie A,32,1992,1.3,60,50,9,3,1,0,14,1,5,1,3,0,31,1,4
Jordan Veretout,FRA,MF,Lyon,Ligue 1,31,1993,17.3,944,905,38,13,1,6,26,6,8,8,0,0,792,1,14
Arthur Vermeeren,BEL,MF,RB Leipzig,Bundesliga,19,2005,17.5,953,940,12,9,2,1,3,2,0,0,0,0,821,1,18
Yorbe Vertessen,BEL,"MF,FW",Union Berlin,Bundesliga,23,2001,8,201,177,24,8,1,0,23,1,14,7,2,0,133,0,7
Mikel Vesga,ESP,MF,Athletic Club,La Liga,31,1993,11,539,523,14,9,3,4,8,4,0,0,0,0,429,2,4
Jannik Vestergaard,DEN,DF,Leicester City,Premier League,31,1992,15.5,959,890,68,26,0,2,0,0,0,0,0,0,870,1,4
Ben Viadere,FRA,MF,Auxerre,Ligue 1,18,2005,0.1,6,3,3,0,0,0,4,0,3,1,2,0,2,0,1
Guglielmo Vicario,ITA,GK,Tottenham,Premier League,27,1996,24,874,773,101,36,0,1,0,0,0,0,0,0,764,0,2
Carlos Vicente,ESP,"FW,MF",Alavés,La Liga,25,1999,34.4,1140,950,181,46,3,2,269,50,85,24,43,5,720,9,67
Pau Victor,ESP,FW,Barcelona,La Liga,22,2001,3.5,121,117,4,1,0,0,3,1,0,0,0,0,98,0,2
Nacho Vidal,ESP,DF,Osasuna,La Liga,29,1995,1.4,49,37,12,0,0,0,2,12,0,0,0,0,37,0,2
Gabriel Vidovic,CRO,MF,Mainz 05,Bundesliga,20,2003,0,6,5,1,1,0,0,0,0,0,0,0,0,6,0,0
Gabriel Vidovic,CRO,MF,Bayern Munich,Bundesliga,20,2003,0.3,8,8,0,0,0,0,0,0,0,0,0,0,8,0,0
Fran Vieites,ESP,GK,Betis,La Liga,25,1999,4,119,71,48,19,0,1,0,0,0,0,0,0,76,0,0
Sergio Viera,ESP,MF,Las Palmas,La Liga,19,2005,1.1,51,50,1,0,0,1,0,0,0,0,0,0,45,0,1
Samuele Vignato,ITA,MF,Monza,Serie A,20,2004,5.2,167,166,1,0,1,1,14,1,0,0,0,0,126,0,5
Asier Villalibre,ESP,FW,Alavés,La Liga,26,1997,3.7,69,64,5,0,1,0,2,0,0,0,0,0,44,0,1
Iván Villar,ESP,GK,Celta Vigo,La Liga,27,1997,4,117,76,41,6,0,0,0,0,0,0,0,0,95,0,0
Carlos Vinícius,BRA,"MF,FW",Fulham,Premier League,29,1995,0.2,3,3,0,0,0,0,0,0,0,0,0,0,1,0,1
Nicolas Viola,ITA,"FW,MF",Cagliari,Serie A,34,1989,14.1,452,367,83,26,4,1,79,4,45,19,25,0,285,2,16
Viti,ESP,DF,Las Palmas,La Liga,26,1997,22,934,722,209,16,1,3,45,193,0,0,0,0,757,3,18
Mattia Viti,ITA,DF,Empoli,Serie A,22,2002,28.6,1163,977,185,76,1,5,0,2,0,0,0,0,933,1,8
Vitinha,POR,"FW,MF",Genoa,Serie A,24,2000,14.8,322,290,31,10,3,2,45,8,2,0,2,0,191,1,21
Vitinha,POR,MF,Paris S-G,Ligue 1,24,2000,22.7,2403,2325,75,56,13,22,21,10,6,2,1,0,2236,3,19
Daniel Vivian,ESP,DF,Athletic Club,La Liga,25,1999,29,1753,1685,65,58,2,11,8,2,0,0,0,0,1526,3,13
Krapyvtsov Vladyslav,UKR,GK,Girona,La Liga,19,2005,2,70,59,11,4,0,0,0,0,0,0,0,0,53,0,0
Dušan Vlahović,SRB,FW,Juventus,Serie A,24,2000,19.8,366,326,35,0,3,4,9,0,0,0,0,0,253,5,12
Vanja Vlahović,SRB,"FW,MF",Atalanta,Serie A,20,2004,0.7,6,5,1,0,0,0,0,0,0,0,0,0,4,0,0
Nikola Vlašić,CRO,"MF,FW",Torino,Serie A,26,1997,23.5,768,758,6,1,3,4,26,4,1,0,1,0,613,4,19
Alessandro Vogliacco,ITA,DF,Genoa,Serie A,25,1998,7.9,341,319,21,5,0,4,11,16,0,0,0,0,266,1,8
Alessandro Vogliacco,ITA,DF,Parma,Serie A,25,1998,8.6,477,455,22,17,0,4,2,0,0,0,0,0,437,0,0
Kevin Vogt,GER,DF,Union Berlin,Bundesliga,32,1991,15.2,897,828,67,38,0,3,0,2,0,0,0,0,790,2,2
Mërgim Vojvoda,KVX,DF,Torino,Serie A,29,1995,12.3,792,710,81,12,2,9,40,63,6,5,0,0,662,1,12
Mërgim Vojvoda,KVX,DF,Como,Serie A,29,1995,8,460,392,67,8,0,0,26,50,9,2,2,0,375,1,3
Kevin Volland,GER,"FW,MF",Union Berlin,Bundesliga,32,1992,0.7,14,13,1,0,0,0,0,0,0,0,0,0,10,0,0
Aster Vranckx,BEL,MF,Wolfsburg,Bundesliga,21,2002,6.2,202,197,4,2,1,2,3,0,0,0,0,0,166,1,10
Stefan de Vrij,NED,DF,Inter,Serie A,32,1992,18.2,1403,1372,31,26,2,3,0,2,0,0,0,0,1309,0,4
Ibrahima Wadji,SEN,"FW,MF",Saint-Étienne,Ligue 1,29,1995,3.9,63,54,9,0,0,0,2,0,0,0,0,0,53,0,1
Robert Wagner,GER,MF,St. Pauli,Bundesliga,21,2003,4.5,130,124,5,0,0,1,2,0,0,0,0,0,98,1,4
Elye Wahi,FRA,FW,Marseille,Ligue 1,21,2003,6.4,111,102,8,0,0,1,2,0,0,0,0,0,88,1,6
Elye Wahi,FRA,"FW,MF",Eint Frankfurt,Bundesliga,21,2003,2.2,42,41,1,0,0,0,5,0,0,0,0,0,27,0,2
Hauke Wahl,GER,DF,St. Pauli,Bundesliga,30,1994,33,1755,1683,68,40,0,0,8,4,0,0,0,0,1520,4,11
Kyle Walker,ENG,DF,Manchester City,Premier League,34,1990,10.8,826,727,99,18,2,7,14,81,0,0,0,0,724,0,8
Kyle Walker,ENG,DF,Milan,Serie A,34,1990,7.3,422,372,50,11,0,2,11,39,0,0,0,0,370,0,3
Kyle Walker-Peters,ENG,DF,Southampton,Premier League,27,1997,32.4,1693,1500,190,36,5,2,51,144,3,0,0,0,1493,3,33
Christian Walton,ENG,GK,Ipswich Town,Premier League,28,1995,7,255,185,70,19,0,0,0,0,0,0,0,0,177,0,0
Sebastian Walukiewicz,POL,DF,Torino,Serie A,24,2000,18.5,938,827,107,14,0,3,24,93,0,0,0,0,761,4,13
Sebastian Walukiewicz,POL,DF,Empoli,Serie A,24,2000,2,62,55,6,2,0,1,2,4,0,0,0,0,48,1,0
Aaron Wan-Bissaka,ENG,DF,West Ham,Premier League,26,1997,35,1815,1568,243,11,5,1,76,232,0,0,0,0,1472,4,62
Paul Wanner,GER,"MF,FW",Heidenheim,Bundesliga,18,2005,19.7,709,600,105,34,4,2,52,15,25,17,5,0,518,4,19
Danny Ward,WAL,GK,Leicester City,Premier League,31,1993,1.5,53,46,7,0,0,0,0,0,0,0,0,0,41,0,0
Joel Ward,ENG,DF,Crystal Palace,Premier League,34,1989,0.8,24,24,0,0,0,0,0,0,0,0,0,0,14,0,1
James Ward-Prowse,ENG,MF,West Ham,Premier League,29,1994,11.5,768,699,64,28,0,9,49,1,34,18,14,1,677,5,4
James Ward-Prowse,ENG,MF,Nott'ham Forest,Premier League,29,1994,4.4,182,157,24,15,0,1,19,0,8,3,5,0,145,1,1
Kjell-Arik Wätjen,GER,MF,Dortmund,Bundesliga,18,2006,0.2,8,8,0,0,0,0,0,0,0,0,0,0,3,0,0
Ollie Watkins,ENG,FW,Aston Villa,Premier League,28,1995,28.9,424,415,6,0,1,1,7,0,0,0,0,0,307,3,17
Timothy Weah,USA,"DF,FW",Juventus,Serie A,24,2000,18.2,787,703,81,2,2,2,44,75,2,0,1,0,659,3,21
Adam Webster,ENG,DF,Brighton,Premier League,29,1995,9.9,725,650,73,30,0,3,2,0,0,0,0,0,636,2,5
Julian Weigl,GER,MF,Gladbach,Bundesliga,28,1995,32,1763,1703,55,52,5,6,11,2,1,0,0,0,1557,5,23
Timon Weiner,GER,GK,Holstein Kiel,Bundesliga,25,1999,25,991,729,258,60,0,0,0,0,0,0,0,0,682,4,2
Nelson Weiper,GER,"FW,MF",Mainz 05,Bundesliga,19,2005,7.8,173,160,12,0,0,0,6,2,0,0,0,0,116,1,9
Mitchell Weiser,GER,"DF,MF",Werder Bremen,Bundesliga,30,1994,31.9,1558,1280,273,7,10,7,78,263,0,0,0,0,1151,5,64
Noah Weißhaupt,GER,"FW,MF",St. Pauli,Bundesliga,22,2001,12.9,363,325,35,8,1,5,72,2,24,11,11,1,226,3,8
Noah Weißhaupt,GER,FW,Freiburg,Bundesliga,22,2001,0.9,50,47,3,1,0,0,8,0,2,2,0,0,37,0,3
Danny Welbeck,ENG,FW,Brighton,Premier League,33,1990,23.5,491,472,18,2,0,0,3,2,0,0,0,0,417,1,13
Welington,BRA,DF,Southampton,Premier League,23,2001,5.4,186,147,39,5,0,1,17,28,6,5,0,0,145,0,8
Timo Werner,GER,"FW,MF",Tottenham,Premier League,28,1996,5.7,236,222,12,2,2,2,28,8,2,1,0,0,158,2,15
Adam Wharton,ENG,MF,Crystal Palace,Premier League,20,2004,14.6,725,678,40,14,5,1,39,0,26,19,1,0,548,7,12
