player,nation,position,squad,competition,age,born,90s,passes_attempted,liveball_passes,deadball_passes,fk_passes,throughball_passes,switches,crosses,throwins,cornerkicks,inswingingcorners,outswingingcorners,straightcorners,totalpasscomp,passes_offside,passes_blocked
Sávio,BRA,"FW,MF",Manchester City,Premier League,20,2004,19.6,856,824,32,4,5,7,84,9,18,10,2,0,692,0,33
Nicolò Savona,ITA,DF,Juventus,Serie A,21,2003,19.2,1097,972,123,14,0,2,34,109,0,0,0,0,982,2,14
Saba Sazonov,GEO,DF,Torino,Serie A,22,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Scally,USA,DF,Gladbach,Bundesliga,21,2002,28.6,1559,1287,269,32,5,10,50,237,0,0,0,0,1300,3,34
Giorgio Scalvini,ITA,DF,Atalanta,Serie A,20,2003,3,195,191,4,3,1,2,0,1,0,0,0,0,165,0,3
Gianluca Scamacca,ITA,FW,Atalanta,Serie A,25,1999,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Oliver Scarles,ENG,"DF,FW",West Ham,Premier League,18,2005,7.4,372,333,36,4,1,1,15,32,0,0,0,0,293,3,5
Dane Scarlett,ENG,"FW,MF",Tottenham,Premier League,20,2004,0.4,5,5,0,0,0,0,0,0,0,0,0,0,3,0,1
Kevin Schade,GER,FW,Brentford,Premier League,22,2001,25.5,541,483,57,0,1,4,38,54,0,0,0,0,323,1,20
András Schäfer,HUN,MF,Union Berlin,Bundesliga,25,1999,17,563,534,26,2,0,1,17,5,3,2,0,0,414,3,19
Fabian Schär,SUI,DF,Newcastle Utd,Premier League,32,1991,32.6,1977,1890,79,65,4,31,13,14,0,0,0,0,1654,8,8
Patrik Schick,CZE,FW,Leverkusen,Bundesliga,28,1996,18.7,368,353,14,0,0,0,1,1,0,0,0,0,287,1,9
Stefan Schimmer,GER,"FW,MF",Heidenheim,Bundesliga,30,1994,2.7,53,50,3,0,0,0,3,0,0,0,0,0,32,0,4
Joël Schingtienne,BEL,DF,Venezia,Serie A,21,2002,12.5,487,426,61,20,0,0,0,37,0,0,0,0,420,0,4
Xaver Schlager,AUT,MF,RB Leipzig,Bundesliga,26,1997,2,98,94,3,3,1,1,1,0,0,0,0,0,85,1,0
Keven Schlotterbeck,GER,DF,Augsburg,Bundesliga,27,1997,14.4,683,646,34,19,2,5,3,3,0,0,0,0,577,3,3
Nico Schlotterbeck,GER,DF,Dortmund,Bundesliga,24,1999,22,2080,1941,136,47,3,21,14,29,5,5,0,0,1856,3,22
Jeffrey Schlupp,GHA,"MF,DF",Crystal Palace,Premier League,31,1992,1.1,50,47,3,0,0,0,4,3,0,0,0,0,39,0,0
Romano Schmid,AUT,MF,Werder Bremen,Bundesliga,24,2000,31.5,1663,1574,72,14,20,7,145,15,40,21,14,1,1239,17,39
Niklas Schmidt,GER,MF,Toulouse,Ligue 1,26,1998,2.3,180,166,14,2,0,3,16,0,12,5,7,0,142,0,4
Jan Schöppner,GER,MF,Heidenheim,Bundesliga,25,1999,29.8,1042,1018,21,4,3,9,12,13,0,0,0,0,778,3,26
Marvin Schulz,GER,"MF,DF",Holstein Kiel,Bundesliga,29,1995,3.4,164,140,23,13,0,0,12,0,10,4,3,0,128,1,0
Alexander Schwolow,GER,GK,Union Berlin,Bundesliga,32,1992,6,207,156,50,10,0,0,0,0,0,0,0,0,148,1,1
Léo Scienza,BRA,"FW,MF",Heidenheim,Bundesliga,25,1998,12.8,395,294,100,41,1,1,81,23,31,12,16,0,262,1,13
Alex Scott,ENG,MF,Bournemouth,Premier League,20,2003,8.4,342,317,23,10,2,4,7,1,5,3,0,0,286,2,6
Simone Scuffet,ITA,GK,Cagliari,Serie A,28,1996,13,407,264,140,40,0,0,0,1,0,0,0,0,286,3,0
Simone Scuffet,ITA,GK,Napoli,Serie A,28,1996,1,44,33,11,2,0,0,0,0,0,0,0,0,35,0,0
Jérémy Sebas,MTQ,"FW,MF",Strasbourg,Ligue 1,21,2003,2.1,41,40,1,0,0,0,2,0,0,0,0,0,27,0,3
Aleksandar Sedlar,SRB,DF,Alavés,La Liga,32,1991,6.6,236,224,12,7,0,1,0,3,0,0,0,0,195,0,1
Jacopo Seghetti,ITA,GK,Empoli,Serie A,19,2005,1,22,15,6,1,0,0,0,0,0,0,0,0,14,1,0
Alidu Seidu,GHA,DF,Rennes,Ligue 1,24,2000,8.9,518,435,81,19,1,3,4,56,0,0,0,0,426,2,7
Nicolas Seiwald,AUT,"MF,DF",RB Leipzig,Bundesliga,23,2001,23.2,1348,1272,70,36,8,3,46,7,26,8,15,0,1115,6,21
Hiroki Sekine,JPN,DF,Reims,Ligue 1,21,2002,9.9,504,425,77,9,0,1,21,68,0,0,0,0,407,2,15
Matz Sels,BEL,GK,Nott'ham Forest,Premier League,32,1992,38,998,610,375,105,0,0,0,0,0,0,0,0,519,13,0
Nélson Semedo,POR,DF,Wolves,Premier League,30,1993,32.1,1357,1142,210,12,1,5,63,198,0,0,0,0,1096,5,36
Antoine Semenyo,GHA,FW,Bournemouth,Premier League,24,2000,35.6,1119,1049,60,4,9,6,59,53,3,0,1,0,821,10,40
Marvin Senaya,TOG,DF,Strasbourg,Ligue 1,23,2001,2.5,138,109,27,5,0,0,1,22,0,0,0,0,110,2,4
Marcos Senesi,ARG,DF,Bournemouth,Premier League,27,1997,12.3,735,699,31,23,0,2,11,6,0,0,0,0,561,5,1
Stefano Sensi,ITA,MF,Monza,Serie A,28,1995,3,299,285,12,6,0,3,12,1,5,0,4,0,257,2,1
Suat Serdar,GER,MF,Hellas Verona,Serie A,27,1997,15.3,477,458,13,8,3,5,9,3,2,0,0,0,357,6,19
Sergi,ESP,DF,Leganés,La Liga,32,1992,32.9,1518,1457,54,52,0,7,1,1,0,0,0,0,1271,7,8
Nicolás Serrano,ESP,FW,Athletic Club,La Liga,21,2003,1.2,44,37,7,2,0,0,13,0,5,4,0,0,25,0,0
Benjamin Šeško,SVN,"FW,MF",RB Leipzig,Bundesliga,21,2003,26.4,614,590,21,1,3,1,7,3,0,0,0,0,415,3,26
Ryan Sessegnon,ENG,"FW,DF",Fulham,Premier League,24,2000,6.4,241,226,15,0,0,0,16,13,1,0,0,0,189,0,9
Stephan El Shaarawy,ITA,"DF,MF",Roma,Serie A,31,1992,12.2,504,449,51,2,4,0,27,47,2,0,2,0,399,4,12
Luke Shaw,ENG,DF,Manchester Utd,Premier League,29,1995,3.9,290,276,14,5,1,1,11,2,4,0,1,0,249,0,6
Alen Sherri,ALB,GK,Cagliari,Serie A,26,1997,6.9,225,152,73,16,0,0,0,0,0,0,0,0,163,0,0
Eldor Shomurodov,UZB,"FW,MF",Roma,Serie A,29,1995,12.2,286,280,6,0,1,2,6,0,0,0,0,0,215,0,14
Djibril Sidibé,FRA,DF,Toulouse,Ligue 1,32,1992,23.3,1277,1094,180,48,6,4,45,127,1,0,1,0,1018,3,16
Armindo Sieb,GER,"FW,MF",Mainz 05,Bundesliga,21,2003,8.5,195,185,8,0,1,0,6,2,0,0,0,0,136,2,6
Benjamin Siegrist,SUI,GK,Genoa,Serie A,32,1992,1.7,73,52,21,2,0,0,0,0,0,0,0,0,48,0,0
Vincent Sierro,SUI,MF,Toulouse,Ligue 1,28,1995,26.7,1372,1237,132,70,6,14,64,3,38,18,18,0,1076,3,18
Tim Siersleben,GER,DF,Heidenheim,Bundesliga,24,2000,13.1,719,672,43,12,0,6,10,22,0,0,0,0,581,4,7
Zain Silcott-Duberry,MSR,FW,Bournemouth,Premier League,19,2005,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1
Kiliann Sildillia,FRA,DF,Freiburg,Bundesliga,22,2002,8.9,459,374,83,5,0,1,19,78,0,0,0,0,336,2,13
André Silva,POR,FW,Werder Bremen,Bundesliga,28,1995,4.2,116,99,14,1,1,0,4,1,0,0,0,0,82,3,8
André Silva,POR,"FW,MF",RB Leipzig,Bundesliga,28,1995,1.5,42,35,6,0,1,0,0,1,0,0,0,0,30,1,4
Bernardo Silva,POR,"MF,FW",Manchester City,Premier League,29,1994,29.7,1783,1654,128,55,4,6,60,44,16,5,0,0,1547,1,35
Caio Henrique Oliveira Silva,BRA,DF,Monaco,Ligue 1,27,1997,21.4,1383,1113,267,56,6,3,126,175,36,16,15,0,1025,3,37
Fábio Silva,POR,FW,Las Palmas,La Liga,22,2002,20.7,466,421,44,1,3,3,21,5,0,0,0,0,309,1,24
Jota Silva,POR,"FW,MF",Nott'ham Forest,Premier League,24,1999,9.5,196,191,3,0,1,1,21,2,1,0,0,0,118,2,12
Eric da Silva Moreira,GER,"MF,DF",Nott'ham Forest,Premier League,18,2006,0.3,8,6,2,0,0,0,0,2,0,0,0,0,7,0,0
Rui Silva,POR,GK,Betis,La Liga,30,1994,15,524,404,118,42,0,0,0,0,0,0,0,0,412,2,0
Marco Silvestri,ITA,GK,Empoli,Serie A,33,1991,5,148,124,24,11,0,0,0,0,0,0,0,0,94,0,0
Abdallah Sima,SEN,"FW,MF",Brest,Ligue 1,23,2001,13.8,332,327,5,2,0,1,16,3,0,0,0,0,231,0,15
Mohamed Simakan,FRA,DF,RB Leipzig,Bundesliga,24,2000,0.6,50,44,6,0,0,0,1,6,0,0,0,0,42,0,1
Giovanni Simeone,ARG,FW,Napoli,Serie A,29,1995,4.7,113,110,3,0,1,1,3,0,0,0,0,0,79,0,6
Giuliano Simeone,ARG,MF,Atlético Madrid,La Liga,21,2002,21.4,795,765,29,0,2,0,49,28,1,0,0,0,600,1,40
Moses Simon,NGA,"FW,MF",Nantes,Ligue 1,29,1995,29,815,692,123,27,5,1,222,23,67,35,24,0,505,0,48
Unai Simón,ESP,GK,Athletic Club,La Liga,27,1997,21,654,484,166,49,0,0,0,0,0,0,0,0,455,4,0
Xavi Simons,NED,MF,RB Leipzig,Bundesliga,21,2003,23.9,1201,1061,132,40,23,4,79,9,58,20,20,1,944,8,25
Jahmai Simpson-Pusey,ENG,DF,Manchester City,Premier League,18,2005,1.1,115,110,5,3,0,0,0,1,0,0,0,0,107,0,0
Danel Sinani,LUX,"FW,MF",St. Pauli,Bundesliga,27,1997,13.9,546,452,90,11,5,2,67,4,54,31,16,0,390,4,12
Lassine Sinayoko,MLI,"FW,MF",Auxerre,Ligue 1,24,1999,25.5,688,653,32,2,5,0,25,3,1,0,0,0,528,3,26
Wilfried Singo,CIV,DF,Monaco,Ligue 1,23,2000,23.3,1452,1346,100,64,1,10,10,36,0,0,0,0,1252,6,8
Luis Sinisterra,COL,"FW,MF",Bournemouth,Premier League,25,1999,2.6,93,92,0,0,0,1,7,0,0,0,0,0,73,1,4
Daley Sinkgraven,NED,DF,Las Palmas,La Liga,29,1995,1,66,59,7,2,0,0,4,5,0,0,0,0,50,0,1
Tobias Sippel,GER,GK,Gladbach,Bundesliga,36,1988,0.7,34,20,14,2,0,0,0,0,0,0,0,0,20,0,0
Jailson Siqueira,BRA,"DF,MF",Celta Vigo,La Liga,28,1995,6.8,481,473,8,6,0,2,1,1,0,0,0,0,435,0,5
Ayanda Sishuba,BEL,FW,Rennes,Ligue 1,19,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ibrahim Sissoko,MLI,FW,Saint-Étienne,Ligue 1,28,1995,9.1,178,156,21,0,1,2,3,0,0,0,0,0,118,1,7
Ibrahima Sissoko,MLI,MF,Bochum,Bundesliga,26,1997,29,1072,1059,11,3,4,3,21,4,0,0,0,0,804,2,28
Niama Sissoko,MLI,"FW,MF",Reims,Ligue 1,18,2005,0.5,11,9,2,0,0,0,0,0,0,0,0,0,7,0,1
Antonio Sivera,ESP,GK,Alavés,La Liga,27,1996,31.2,967,585,379,150,0,0,0,0,0,0,0,0,521,3,1
Tim Skarke,GER,"FW,MF",Union Berlin,Bundesliga,27,1996,12.9,347,338,8,1,0,2,29,3,0,0,0,0,243,1,15
Ellyes Skhiri,TUN,MF,Eint Frankfurt,Bundesliga,29,1995,24.8,1303,1266,33,30,2,1,3,3,0,0,0,0,1153,4,20
Oliver Skipp,ENG,MF,Leicester City,Premier League,23,2000,12.5,502,497,4,3,2,0,5,1,0,0,0,0,419,1,12
Leo Skiri Østigård,NOR,DF,Rennes,Ligue 1,24,1999,13.6,797,769,28,16,0,4,0,1,0,0,0,0,676,0,6
Leo Skiri Østigård,NOR,DF,Hoffenheim,Bundesliga,24,1999,10.3,577,549,27,12,0,1,2,0,0,0,0,0,484,1,2
Łukasz Skorupski,POL,GK,Bologna,Serie A,33,1991,26.3,1105,938,162,67,0,0,0,0,0,0,0,0,862,5,0
Andreas Skov Olsen,DEN,"FW,MF",Wolfsburg,Bundesliga,24,1999,5.9,270,251,19,2,0,4,29,8,9,9,0,0,217,0,6
Robert Skov,DEN,"DF,MF",Union Berlin,Bundesliga,28,1996,9.5,463,353,107,22,2,1,61,60,25,12,13,0,305,3,10
Milan Škriniar,SVK,DF,Paris S-G,Ligue 1,29,1995,4.2,374,360,14,8,0,2,0,1,0,0,0,0,361,0,0
Steven Skrzybski,GER,"MF,FW",Holstein Kiel,Bundesliga,31,1992,14.7,446,408,37,8,5,2,31,5,7,3,2,0,312,1,13
Naatan Skyttä,FIN,FW,Toulouse,Ligue 1,22,2002,0.1,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
William Smallbone,IRL,MF,Southampton,Premier League,24,2000,7.7,356,294,60,12,1,2,36,4,25,15,7,0,270,2,8
Adam Smith,ENG,DF,Bournemouth,Premier League,33,1991,17.7,679,550,128,9,1,2,33,119,0,0,0,0,514,1,15
Eric Smith,SWE,"DF,MF",St. Pauli,Bundesliga,27,1997,31.4,1677,1461,209,143,4,8,102,4,59,20,23,1,1355,7,7
Justin Smith,CAN,MF,Espanyol,La Liga,21,2003,2.3,61,58,2,2,0,0,1,0,0,0,0,0,40,1,1
Emile Smith Rowe,ENG,MF,Fulham,Premier League,24,2000,22.7,1023,985,35,6,2,2,16,3,1,0,0,0,922,3,18
Ivan Smolčić,CRO,DF,Como,Serie A,23,2000,7,394,321,73,15,0,4,4,58,0,0,0,0,327,0,4
Eduard Sobol,UKR,DF,Strasbourg,Ligue 1,29,1995,1.1,34,26,8,1,0,0,1,7,0,0,0,0,22,0,1
Simon Sohm,SUI,MF,Parma,Serie A,23,2001,33.2,1233,1202,29,15,9,2,15,4,6,1,0,0,1050,2,14
Alex Sola,ESP,"MF,FW",Getafe,La Liga,25,1999,11.4,242,238,2,1,0,2,18,1,0,0,0,0,155,2,10
Arnau Solà,ESP,MF,Villarreal,La Liga,21,2003,0.1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
Dominic Solanke,ENG,FW,Tottenham,Premier League,26,1997,24.5,361,321,38,0,3,1,4,2,0,0,0,0,255,2,15
Ola Solbakken,NOR,"MF,FW",Empoli,Serie A,25,1998,8.4,199,193,5,1,1,5,7,2,0,0,0,0,141,1,6
Carlos Soler,ESP,"MF,FW",West Ham,Premier League,27,1997,15.7,669,605,62,28,4,6,34,4,21,11,6,0,570,2,10
Julio Soler,ARG,"DF,FW",Bournemouth,Premier League,19,2005,0.1,14,14,0,0,0,0,1,0,0,0,0,0,11,0,1
Oumar Solet,FRA,DF,Udinese,Serie A,24,2000,18.6,1110,1028,78,31,3,8,9,2,0,0,0,0,982,4,8
Jhon Solis,COL,MF,Girona,La Liga,19,2004,5.9,295,291,2,2,1,0,3,0,0,0,0,0,264,2,1
Daniele Sommariva,ITA,GK,Genoa,Serie A,27,1997,0.3,15,6,9,3,0,0,0,0,0,0,0,0,5,0,0
Yann Sommer,SUI,GK,Inter,Serie A,35,1988,32,1332,1162,163,37,0,1,0,0,0,0,0,0,1167,7,0
David Soria,ESP,GK,Getafe,La Liga,31,1993,38,1029,561,462,158,0,4,0,0,0,0,0,0,513,6,0
Juan Soriano,ESP,GK,Leganés,La Liga,26,1997,6,185,108,77,23,0,0,0,0,0,0,0,0,98,0,0
Borna Sosa,CRO,DF,Torino,Serie A,26,1998,13.1,686,565,116,12,0,4,51,99,5,4,1,0,546,5,10
Ramón Sosa,PAR,"FW,MF",Nott'ham Forest,Premier League,24,1999,3.3,97,86,10,2,0,1,8,4,4,2,1,0,66,1,2
Hugo Sotelo,ESP,MF,Celta Vigo,La Liga,20,2003,13.9,1018,941,77,37,3,19,50,1,39,14,18,0,873,0,10
Florian Sotoca,FRA,"FW,MF",Lens,Ligue 1,33,1990,19.9,996,943,43,5,8,5,75,29,2,0,0,0,732,10,42
Riccardo Sottil,ITA,"FW,MF",Fiorentina,Serie A,25,1999,9.3,278,265,12,3,1,0,41,4,5,2,0,0,196,1,8
Riccardo Sottil,ITA,"FW,MF",Milan,Serie A,25,1999,1.4,55,50,4,1,0,1,9,1,2,1,0,0,41,1,0
Tomáš Souček,CZE,MF,West Ham,Premier League,29,1995,28.5,969,946,20,17,0,11,14,3,0,0,0,0,715,3,26
Matìas Soulé,ARG,"MF,DF",Roma,Serie A,21,2003,19.8,955,853,100,21,5,2,88,35,38,23,8,0,785,2,15
Boubakary Soumaré,FRA,MF,Leicester City,Premier League,25,1999,24.1,1234,1220,11,8,3,1,10,3,0,0,0,0,1073,3,15
Issa Soumaré,SEN,"FW,MF",Le Havre,Ligue 1,23,2000,21.1,554,544,6,2,1,4,42,3,0,0,0,0,339,4,21
Djibril Sow,SUI,MF,Sevilla,La Liga,27,1997,22.9,994,970,22,17,0,5,9,1,2,0,0,0,883,2,11
Saidou Sow,GUI,DF,Strasbourg,Ligue 1,22,2002,11.3,636,618,17,13,0,0,0,0,0,0,0,0,577,1,1
Saidou Sow,GUI,DF,Nantes,Ligue 1,22,2002,8.9,399,361,37,6,0,1,0,2,0,0,0,0,332,1,1
Djed Spence,ENG,DF,Tottenham,Premier League,23,2000,19.9,1160,973,183,30,2,2,25,153,0,0,0,0,991,4,19
Leonardo Spinazzola,ITA,"DF,FW",Napoli,Serie A,31,1993,16.9,895,743,149,15,3,5,65,122,12,5,3,0,710,3,26
Marco Sportiello,ITA,GK,Milan,Serie A,32,1992,1.4,61,44,16,2,0,0,0,0,0,0,0,0,51,1,0
Anton Stach,GER,"MF,DF",Hoffenheim,Bundesliga,25,1998,28.7,1537,1500,33,27,4,9,24,3,1,0,1,0,1270,4,26
Jens Stage,DEN,MF,Werder Bremen,Bundesliga,27,1996,24.5,998,966,28,25,7,10,23,3,0,0,0,0,768,4,22
Josip Stanišić,CRO,DF,Bayern Munich,Bundesliga,24,2000,9.7,782,717,65,18,1,12,11,42,0,0,0,0,716,0,4
Filip Stankovic,SRB,GK,Venezia,Serie A,22,2002,15.2,513,411,101,28,0,1,0,0,0,0,0,0,372,1,0
Jay Stansfield,ENG,MF,Fulham,Premier League,21,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carl Starfelt,SWE,DF,Celta Vigo,La Liga,29,1995,25.2,1643,1614,29,22,1,5,0,0,0,0,0,0,1539,0,4
Niklas Stark,GER,DF,Werder Bremen,Bundesliga,29,1995,23.4,1283,1228,54,44,0,2,3,8,0,0,0,0,1098,1,8
Lucas Stassin,BEL,FW,Saint-Étienne,Ligue 1,19,2004,21,473,408,63,0,5,1,19,0,0,0,0,0,350,2,23
Jason Steele,ENG,GK,Brighton,Premier League,33,1990,2,112,104,8,6,0,0,0,0,0,0,0,0,101,0,0
Orri Steinn Óskarsson,ISL,FW,Real Sociedad,La Liga,19,2004,10.5,197,188,4,0,0,0,7,0,0,0,0,0,104,5,9
Pascal Stenzel,GER,DF,Stuttgart,Bundesliga,28,1996,3.2,218,177,41,4,0,3,25,22,15,6,5,1,181,0,3
Jack Stephens,ENG,DF,Southampton,Premier League,30,1994,15.4,955,912,42,19,0,2,1,15,0,0,0,0,879,1,4
Leonidas Stergiou,SUI,DF,Stuttgart,Bundesliga,22,2002,9.5,534,451,80,5,1,0,13,75,0,0,0,0,440,3,9
Raheem Sterling,ENG,"FW,MF",Arsenal,Premier League,29,1994,5.5,201,197,2,0,0,1,16,1,1,0,0,0,158,2,7
Enzo Sternal,FRA,"FW,MF",Marseille,Ligue 1,17,2007,0.3,8,8,0,0,0,0,0,0,0,0,0,0,7,0,0
Finley Stevens,WAL,DF,St. Pauli,Bundesliga,21,2003,0,2,1,1,0,0,0,0,1,0,0,0,0,1,0,0
Ross Stewart,SCO,FW,Southampton,Premier League,28,1996,4.3,95,94,1,1,0,0,0,0,0,0,0,0,67,0,3
Angelo Stiller,GER,MF,Stuttgart,Bundesliga,23,2001,30.5,2540,2352,177,83,15,6,95,9,48,24,10,0,2219,11,15
Kevin Stöger,AUT,MF,Gladbach,Bundesliga,30,1993,17.2,1117,940,167,59,13,12,116,16,67,28,29,0,847,10,23
Stoichkov,ESP,"MF,FW",Alavés,La Liga,30,1993,7.8,214,204,9,0,6,1,13,0,0,0,0,0,132,1,13
Petar Stojanović,SVN,MF,Empoli,Serie A,28,1995,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0
Jakub Stolarczyk,POL,GK,Leicester City,Premier League,23,2000,10,386,286,100,42,0,1,0,0,0,0,0,0,238,0,1
John Stones,ENG,"DF,MF",Manchester City,Premier League,30,1994,6.1,403,389,13,7,0,3,0,0,0,0,0,0,367,1,2
Jørgen Strand Larsen,NOR,FW,Wolves,Premier League,24,2000,28.7,457,443,14,0,1,2,6,0,0,0,0,0,295,0,19
Gabriel Strefezza,BRA,"FW,MF",Como,Serie A,27,1997,29.1,1158,1045,105,31,8,10,123,7,63,20,23,0,875,8,41
Cristhian Stuani,URU,FW,Girona,La Liga,37,1986,12,154,133,21,0,1,0,2,1,0,0,0,0,107,0,3
Álex Suárez,ESP,DF,Las Palmas,La Liga,31,1993,27.3,1357,1210,146,71,1,9,1,34,0,0,0,0,1165,1,13
Denis Suárez,ESP,MF,Villarreal,La Liga,30,1994,6.8,291,265,22,7,0,5,25,3,11,2,7,0,228,4,8
Gabriel Suazo,CHI,DF,Toulouse,Ligue 1,26,1997,24,1248,1031,214,36,3,9,78,158,20,14,4,0,994,3,27
Luka Sučić,CRO,MF,Real Sociedad,La Liga,21,2002,19.9,882,852,24,7,5,7,18,1,1,0,1,0,727,6,15
Yukinari Sugawara,JPN,"DF,MF",Southampton,Premier League,24,2000,17.3,891,765,124,17,1,7,70,97,10,4,6,0,713,2,22
Niklas Süle,GER,DF,Dortmund,Bundesliga,28,1995,11.7,938,895,41,19,0,4,1,8,0,0,0,0,870,2,2
Ibrahim Sulemana,GHA,MF,Atalanta,Serie A,21,2003,3.1,180,178,2,2,1,0,0,0,0,0,0,0,159,0,0
Kamaldeen Sulemana,GHA,"FW,MF",Southampton,Premier League,22,2002,15.6,357,354,2,0,0,2,26,2,0,0,0,0,285,1,9
Crysencio Summerville,NED,"FW,MF",West Ham,Premier League,22,2001,8.7,254,241,13,2,3,0,21,2,8,6,0,0,194,0,13
Tomáš Suslov,SVK,"MF,FW",Hellas Verona,Serie A,22,2002,23.1,529,444,82,29,2,9,49,11,20,9,7,0,387,3,20
Suso,ESP,"FW,MF",Sevilla,La Liga,30,1993,6.7,385,333,49,11,2,5,59,5,30,18,7,1,285,3,11
Zion Suzuki,JPN,GK,Parma,Serie A,21,2002,36.8,1496,1138,357,134,0,2,0,0,0,0,0,0,1008,1,1
Mattias Svanberg,SWE,MF,Wolfsburg,Bundesliga,25,1999,13.5,377,336,36,17,0,0,35,1,14,10,4,0,259,5,12
Daniel Svensson,SWE,"DF,FW",Dortmund,Bundesliga,22,2002,8.7,497,412,85,10,0,3,36,56,19,15,0,0,394,0,12
Marin Šverko,CRO,DF,Venezia,Serie A,26,1998,12.4,602,471,128,35,2,2,2,63,0,0,0,0,495,3,10
Mile Svilar,SRB,GK,Roma,Serie A,24,1999,38,1459,1187,271,71,0,2,0,0,0,0,0,0,1151,1,0
Michael Svoboda,AUT,DF,Venezia,Serie A,25,1998,14.6,829,749,77,47,3,0,2,4,0,0,0,0,703,3,8
Williot Swedberg,SWE,"FW,MF",Celta Vigo,La Liga,20,2004,15,363,360,2,0,4,1,18,2,0,0,0,0,266,1,18
Abakar Sylla,CIV,DF,Strasbourg,Ligue 1,21,2002,10.6,658,589,69,25,0,1,1,12,0,0,0,0,583,0,7
Issiaga Sylla,GUI,DF,Montpellier,Ligue 1,30,1994,12.8,563,478,84,7,2,3,36,77,0,0,0,0,435,1,16
Mamadou Sylla,SEN,"FW,MF",Valladolid,La Liga,30,1994,17.6,282,246,33,1,0,1,9,4,0,0,0,0,177,3,12
Wojciech Szczęsny,POL,GK,Barcelona,La Liga,34,1990,15,454,377,75,21,0,1,0,0,0,0,0,0,402,2,0
Sammie Szmodics,IRL,"FW,MF",Ipswich Town,Premier League,28,1995,11,201,190,11,1,0,0,14,0,6,6,0,0,149,0,13
Dominik Szoboszlai,HUN,MF,Liverpool,Premier League,23,2000,27.7,1322,1202,118,21,5,14,41,36,17,9,6,0,1114,2,27
Alexander Sørloth,NOR,FW,Atlético Madrid,La Liga,28,1995,17.4,359,341,12,0,1,0,5,0,0,0,0,0,229,6,5
Musa Al-Taamari,JOR,"FW,MF",Montpellier,Ligue 1,27,1997,12.4,304,283,20,2,1,1,14,13,1,0,0,0,235,1,14
Musa Al-Taamari,JOR,"FW,MF",Rennes,Ligue 1,27,1997,6.3,132,124,8,2,0,0,6,0,0,0,0,0,108,0,5
Haris Tabakovic,BIH,FW,Hoffenheim,Bundesliga,30,1994,9.1,213,203,7,0,0,0,4,0,0,0,0,0,134,3,5
Nicolás Tagliafico,ARG,DF,Lyon,Ligue 1,31,1992,21.1,1338,1179,155,23,0,1,37,132,0,0,0,0,1159,4,24
Jonathan Tah,GER,DF,Leverkusen,Bundesliga,28,1996,33,2309,2252,54,41,2,4,6,5,0,0,0,0,2145,3,7
Adrien Tameze,CMR,"MF,DF",Torino,Serie A,30,1994,7.2,301,291,10,8,0,0,9,2,0,0,0,0,259,0,7
Axel Tapé,FRA,"DF,MF",Paris S-G,Ligue 1,16,2007,2,151,148,3,2,0,0,0,1,0,0,0,0,142,0,2
Renato Tapia,PER,"MF,DF",Leganés,La Liga,29,1995,26.9,1070,1017,50,36,4,20,12,14,0,0,0,0,838,3,25
Edmond Tapsoba,BFA,DF,Leverkusen,Bundesliga,25,1999,27.9,1972,1841,130,50,1,9,8,67,0,0,0,0,1703,1,14
Florian Tardieu,FRA,MF,Saint-Étienne,Ligue 1,32,1992,13.9,1013,953,57,30,4,6,24,11,16,7,3,0,869,3,7
Mehdi Taremi,IRN,FW,Inter,Serie A,32,1992,9,231,222,6,1,4,0,1,1,0,0,0,0,185,3,8
Matt Targett,ENG,DF,Newcastle Utd,Premier League,28,1995,0.2,15,15,0,0,0,0,1,0,0,0,0,0,14,0,0
Oussama Targhalline,MAR,MF,Le Havre,Ligue 1,22,2002,11,437,419,13,9,5,5,16,2,2,0,0,0,348,5,10
James Tarkowski,ENG,DF,Everton,Premier League,31,1992,32.5,1290,1204,77,46,2,13,1,3,0,0,0,0,1045,9,12
César Tárrega,ESP,DF,Valencia,La Liga,22,2002,33.6,1692,1608,79,47,0,10,1,1,0,0,0,0,1428,5,14
Nuno Tavares,POR,DF,Lazio,Serie A,24,2000,18.7,1042,854,187,38,2,6,126,140,9,4,4,0,820,1,29
Marcus Tavernier,ENG,"FW,MF",Bournemouth,Premier League,25,1999,21.5,934,804,125,34,5,9,108,29,49,36,4,1,689,5,26
Charlie Taylor,ENG,DF,Southampton,Premier League,30,1993,4,223,192,30,7,0,0,9,21,2,1,1,0,196,1,3
Jack Taylor,IRL,MF,Ipswich Town,Premier League,26,1998,9.6,421,411,10,2,2,3,7,0,3,3,0,0,349,0,5
Loum Tchaouna,FRA,"FW,MF",Lazio,Serie A,20,2003,7.3,247,223,24,1,1,2,32,4,15,11,3,0,172,0,5
